"Campaign_id","Channel","Spend","Clicks","Impressions","Date",""
"CMP2270","YouTube Ads","120319.11","7601","85422","12/8/2025",""
"CMP6712","LinkedIn Ads","14073.78","1669","32516","1/24/2025",""
"CMP0407","YouTube Ads","62946.39","5110","84589","3/5/2025",""
"CMP0867","YouTube Ads","25031.27","1601","70387","9/15/2025",""
"CMP0311","Instagram Ads","17938.64","1054","28975","10/24/2025",""
"CMP0738","LinkedIn Ads","2273.11","224","5049","8/1/2025",""
"CMP1628","YouTube Ads","6115.09","1218","24040","5/11/2025",""
"CMP5330","Facebook Ads","1462.37","415","5561","7/19/2025",""
"CMP6153","Google Ads","1720.2","257","8799","11/2/2025",""
"CMP1886","Instagram Ads","3987.9","375","9947","7/28/2025",""
"CMP0306","Instagram Ads","69438.21","4851","74623","5/7/2025",""
"CMP1375","Email Marketing","27799.93","1716","67592","3/14/2025",""
"CMP6943","YouTube Ads","986.87","392","61210","8/26/2025",""
"CMP7901","Instagram Ads","36187.13","2105","80363","7/14/2025",""
"CMP0746","Facebook Ads","108714.56","8800","98886","6/3/2025",""
"CMP9118","Instagram Ads","23425.82","1777","58618","6/12/2025",""
"CMP4030","Email Marketing","17617.49","2848","44157","11/3/2025",""
"CMP9975","LinkedIn Ads","742.16","52","2560","7/31/2025",""
"CMP1330","Email Marketing","15742.8","1320","87362","12/10/2025",""
"CMP9852","Instagram Ads","25794.76","1501","52692","12/23/2025",""
"CMP0154","Facebook Ads","5898.87","374","99405","12/15/2025",""
"CMP3624","Facebook Ads","9504.1","3023","66724","9/10/2025",""
"CMP6490","Google Ads","26799.82","2381","38352","3/29/2025",""
"CMP9880","YouTube Ads","4055.34","317","25006","2/3/2025",""
"CMP4495","Facebook Ads","8499.72","428","90864","12/21/2025",""
"CMP0033","LinkedIn Ads","15680.85","899","86012","6/15/2025",""
"CMP8120","Instagram Ads","20434.38","6267","69797","4/25/2025",""
"CMP6421","Facebook Ads","12889.24","720","45870","1/13/2025",""
"CMP2695","Instagram Ads","7588.57","564","42737","2/19/2025",""
"CMP5478","Instagram Ads","5296.71","491","34394","6/24/2025",""
"CMP9830","YouTube Ads","11198.52","833","59478","10/24/2025",""
"CMP1066","Facebook Ads","16392.9","991","10126","1/29/2025",""
"CMP0915","YouTube Ads","6098.19","351","8842","7/25/2025",""
"CMP0174","LinkedIn Ads","63232.05","3852","52321","11/14/2025",""
"CMP8475","Instagram Ads","7138.33","1626","79045","1/7/2025",""
"CMP9392","Facebook Ads","58583.25","8387","85540","8/4/2025",""
"CMP0723","Google Ads","8757.65","688","18735","9/20/2025",""
"CMP2416","LinkedIn Ads","21710.16","2859","42458","1/5/2025",""
"CMP8309","YouTube Ads","4105.09","482","9157","4/13/2025",""
"CMP7658","YouTube Ads","95320.58","5475","92756","10/17/2025",""
"CMP7444","Google Ads","34352.7","1847","67002","11/24/2025",""
"CMP7877","Email Marketing","19065.11","3129","45452","4/5/2025",""
"CMP1888","Facebook Ads","10936.52","1853","40086","10/27/2025",""
"CMP3588","Instagram Ads","24537.97","2905","96219","10/11/2025",""
"CMP1658","Google Ads","20983.38","2298","90795","2/26/2025",""
"CMP6101","Email Marketing","43275.22","2208","24460","11/16/2025",""
"CMP2143","Facebook Ads","20343.2","2231","27124","7/11/2025",""
"CMP9623","Facebook Ads","40125.44","2459","72184","6/17/2025",""
"CMP8328","YouTube Ads","26861.71","1764","66092","8/29/2025",""
"CMP8343","Instagram Ads","45686.11","4300","67350","6/14/2025",""
"CMP7763","Instagram Ads","45565.27","3334","78177","10/26/2025",""
"CMP3841","LinkedIn Ads","12949.08","1303","30651","7/13/2025",""
"CMP1377","Instagram Ads","37206.02","4300","60262","10/26/2025",""
"CMP7661","LinkedIn Ads","50731.21","3060","55602","6/12/2025",""
"CMP1244","Instagram Ads","11261.35","653","12802","9/20/2025",""
"CMP1613","Google Ads","2494.73","787","11351","4/13/2025",""
"CMP4497","Facebook Ads","46095.58","2308","94489","10/6/2025",""
"CMP6617","LinkedIn Ads","87397.14","6257","78015","8/30/2025",""
"CMP3439","LinkedIn Ads","27614.28","2162","32634","10/10/2025",""
"CMP3078","LinkedIn Ads","42514.18","6893","93480","8/19/2025",""
"CMP5007","Email Marketing","5088.02","305","3268","7/1/2025",""
"CMP8809","Instagram Ads","2983.83","240","44739","1/17/2025",""
"CMP9959","YouTube Ads","19271.47","3173","53234","7/20/2025",""
"CMP9331","LinkedIn Ads","20828.03","5041","85755","2/23/2025",""
"CMP0440","Facebook Ads","6161.81","334","28083","7/17/2025",""
"CMP7450","Google Ads","11573.21","4297","50319","6/17/2025",""
"CMP7836","Email Marketing","16255.21","846","11012","4/16/2025",""
"CMP7779","Facebook Ads","90150.48","4761","81129","10/28/2025",""
"CMP0122","Facebook Ads","9717.93","574","60422","11/6/2025",""
"CMP7540","LinkedIn Ads","5698.96","370","77514","5/28/2025",""
"CMP6408","YouTube Ads","12004.75","1750","24954","11/13/2025",""
"CMP9317","Google Ads","2724.73","407","53583","3/22/2025",""
"CMP3560","LinkedIn Ads","21157.39","4578","55907","7/8/2025",""
"CMP7389","Facebook Ads","10209.16","899","35130","8/25/2025",""
"CMP6245","Instagram Ads","115201.99","6592","99774","7/23/2025",""
"CMP5360","Email Marketing","42517.04","4021","62849","2/12/2025",""
"CMP7714","Instagram Ads","12845.91","748","23150","11/7/2025",""
"CMP2760","Google Ads","3344.53","233","90000","3/20/2025",""
"CMP8722","Facebook Ads","19203.8","5757","59941","11/22/2025",""
"CMP6400","Email Marketing","12599.46","3687","42412","1/3/2025",""
"CMP3909","Facebook Ads","810.11","82","13978","1/8/2025",""
"CMP1583","Email Marketing","2400.34","734","24004","9/20/2025",""
"CMP3394","YouTube Ads","16403.02","3555","53781","4/20/2025",""
"CMP5182","Google Ads","18867.21","1792","53011","2/3/2025",""
"CMP3581","LinkedIn Ads","81615.18","4142","41522","2/22/2025",""
"CMP5315","Email Marketing","92154.67","6416","93267","12/22/2025",""
"CMP5210","Email Marketing","5043.7","603","65193","11/8/2025",""
"CMP8249","YouTube Ads","1754.35","267","94357","11/12/2025",""
"CMP1301","Google Ads","9173.04","817","20029","4/14/2025",""
"CMP9799","LinkedIn Ads","26357.97","5435","98895","6/12/2025",""
"CMP0389","Facebook Ads","46542.16","5477","98059","4/16/2025",""
"CMP3645","YouTube Ads","35123.89","4321","52002","8/15/2025",""
"CMP2319","Facebook Ads","1312.82","237","18457","10/9/2025",""
"CMP5104","Facebook Ads","22299.41","3286","96591","4/1/2025",""
"CMP3300","Instagram Ads","13495.63","705","65068","7/4/2025",""
"CMP9985","Email Marketing","22333.91","1326","58810","9/4/2025",""
"CMP4919","YouTube Ads","15839.56","1301","72411","3/31/2025",""
"CMP9211","YouTube Ads","5323.89","639","65025","8/29/2025",""
"CMP6132","LinkedIn Ads","65508.44","3456","55025","7/11/2025",""
"CMP6698","Google Ads","15764.68","838","18315","3/25/2025",""
"CMP5712","YouTube Ads","109645.83","8055","94946","7/8/2025",""
"CMP3971","LinkedIn Ads","5687.5","420","6522","12/13/2025",""
"CMP7463","Email Marketing","7451.27","1091","21315","10/24/2025",""
"CMP6298","LinkedIn Ads","15810.63","1366","94545","4/7/2025",""
"CMP8736","Email Marketing","38272.6","4851","52172","7/30/2025",""
"CMP2339","Instagram Ads","24750.86","1680","29462","1/4/2025",""
"CMP6846","YouTube Ads","40831.16","5411","56636","8/9/2025",""
"CMP7971","Facebook Ads","9898.4","953","67878","4/19/2025",""
"CMP3144","Instagram Ads","49298.93","3660","55581","11/16/2025",""
"CMP2043","Instagram Ads","1207.67","400","10423","5/1/2025",""
"CMP4360","Google Ads","3083.13","735","89205","9/25/2025",""
"CMP4356","LinkedIn Ads","52487.65","6250","64027","8/8/2025",""
"CMP3926","Instagram Ads","60008.63","6578","89173","1/30/2025",""
"CMP6584","Email Marketing","1329.41","102","20201","9/29/2025",""
"CMP7786","YouTube Ads","31595.61","5458","56149","11/23/2025",""
"CMP5334","Email Marketing","25751.33","1963","60236","7/24/2025",""
"CMP1646","Email Marketing","32249.46","2457","52444","12/31/2025",""
"CMP0521","Facebook Ads","26466.33","6577","67264","12/11/2025",""
"CMP7900","Email Marketing","13672.91","2023","72866","3/29/2025",""
"CMP5350","LinkedIn Ads","14361.46","952","38747","12/7/2025",""
"CMP8061","Google Ads","97709.8","5502","92673","10/22/2025",""
"CMP6253","Email Marketing","120014.21","7209","86161","4/25/2025",""
"CMP9703","Facebook Ads","24448.18","1952","99598","3/7/2025",""
"CMP9668","YouTube Ads","32202.03","1639","26885","6/13/2025",""
"CMP3640","Google Ads","1490.02","125","53814","8/24/2025",""
"CMP7468","Facebook Ads","11980.04","2371","80835","12/7/2025",""
"CMP2023","Instagram Ads","102753.62","9453","94605","4/21/2025",""
"CMP5459","Facebook Ads","60694.28","3500","95947","4/26/2025",""
"CMP2609","Google Ads","27424.46","3263","73819","12/14/2025",""
"CMP4638","Instagram Ads","47941.48","3246","93275","10/8/2025",""
"CMP0887","Email Marketing","53005.25","3798","41855","10/23/2025",""
"CMP3437","Facebook Ads","7226.73","2717","27644","10/22/2025",""
"CMP2757","Google Ads","15208.17","778","14589","4/2/2025",""
"CMP2435","Email Marketing","45265.95","6669","96706","3/2/2025",""
"CMP2827","Email Marketing","99679.7","6200","99674","12/10/2025",""
"CMP7293","Instagram Ads","504.05","111","3520","3/4/2025",""
"CMP9615","YouTube Ads","29000.35","3978","77055","2/18/2025",""
"CMP7106","Instagram Ads","4558.24","1075","76897","2/2/2025",""
"CMP9111","YouTube Ads","14663.39","4052","71479","10/27/2025",""
"CMP1923","Facebook Ads","32452.97","5745","80525","10/12/2025",""
"CMP2642","Google Ads","37463.01","2153","75727","1/18/2025",""
"CMP2812","LinkedIn Ads","349.14","51","88266","1/24/2025",""
"CMP8036","Email Marketing","38458.91","2934","43017","9/19/2025",""
"CMP0602","Facebook Ads","11590.23","663","20568","4/21/2025",""
"CMP2106","Email Marketing","26472.21","6964","83567","5/11/2025",""
"CMP1365","Instagram Ads","133015.58","7018","90673","3/15/2025",""
"CMP3157","Email Marketing","65352.31","4667","50777","9/19/2025",""
"CMP7105","LinkedIn Ads","2452.4","359","5396","5/19/2025",""
"CMP5397","Email Marketing","14600.55","793","13662","5/20/2025",""
"CMP6204","Google Ads","4790.75","409","18187","6/6/2025",""
"CMP4621","YouTube Ads","10745.02","2538","37527","1/25/2025",""
"CMP8712","YouTube Ads","126356.02","7275","79937","9/2/2025",""
"CMP2548","Email Marketing","3122.12","342","18563","5/17/2025",""
"CMP9973","LinkedIn Ads","43067.69","7550","94639","7/1/2025",""
"CMP3749","Instagram Ads","28124.59","1474","85313","7/28/2025",""
"CMP1535","Facebook Ads","2069.72","520","77407","5/27/2025",""
"CMP2236","LinkedIn Ads","61841.75","4268","67248","12/13/2025",""
"CMP0120","Email Marketing","69146.15","4427","57702","5/6/2025",""
"CMP2762","Email Marketing","10523.66","1893","70618","7/7/2025",""
"CMP2794","Instagram Ads","13723.88","742","16841","5/8/2025",""
"CMP3491","Google Ads","87959.69","9369","98734","6/6/2025",""
"CMP0943","Instagram Ads","2185.13","207","2772","6/2/2025",""
"CMP6588","Instagram Ads","1013.95","101","3161","4/12/2025",""
"CMP7986","Google Ads","6934.46","1074","22398","7/22/2025",""
"CMP4416","Google Ads","93266.19","5426","59484","3/24/2025",""
"CMP3252","Google Ads","3896.65","1216","26846","7/22/2025",""
"CMP7853","Email Marketing","5289.87","536","36838","10/9/2025",""
"CMP6552","YouTube Ads","30814.78","6420","97157","2/25/2025",""
"CMP3875","Google Ads","56658.23","5655","90907","11/2/2025",""
"CMP7028","Facebook Ads","38887.19","2548","82951","4/6/2025",""
"CMP4053","Email Marketing","18078.48","1675","58250","2/22/2025",""
"CMP2437","Facebook Ads","3047.19","320","17789","5/21/2025",""
"CMP0835","LinkedIn Ads","34203.2","4350","55385","11/21/2025",""
"CMP6998","Email Marketing","1597.77","361","8770","7/6/2025",""
"CMP0780","Facebook Ads","170.61","50","7359","6/14/2025",""
"CMP7060","Facebook Ads","18274.83","2062","35064","6/5/2025",""
"CMP2135","Instagram Ads","46658.94","3010","49260","10/29/2025",""
"CMP9574","LinkedIn Ads","1277.19","267","13433","11/5/2025",""
"CMP3121","Facebook Ads","137473.61","7353","94361","2/8/2025",""
"CMP3310","YouTube Ads","8385.6","2567","96472","4/9/2025",""
"CMP9181","Instagram Ads","50344.76","3723","49973","3/2/2025",""
"CMP8256","Google Ads","17219.44","1172","23880","3/8/2025",""
"CMP3117","Email Marketing","59449.23","4105","54100","9/20/2025",""
"CMP6394","LinkedIn Ads","13919.56","2274","81589","1/2/2025",""
"CMP8402","LinkedIn Ads","88348.96","5847","68036","5/13/2025",""
"CMP2804","Facebook Ads","3974.6","596","7978","1/21/2025",""
"CMP4080","Facebook Ads","2527.02","1001","72070","6/27/2025",""
"CMP9000","Instagram Ads","21597.39","2239","96644","11/10/2025",""
"CMP5825","Facebook Ads","25906.16","4632","97745","1/9/2025",""
"CMP6259","Email Marketing","35564.91","2615","35730","10/10/2025",""
"CMP6480","Facebook Ads","29749.29","1948","60465","8/11/2025",""
"CMP3032","Facebook Ads","26413.34","2383","26754","4/3/2025",""
"CMP6459","Email Marketing","5900.13","1588","81668","2/6/2025",""
"CMP1643","Email Marketing","17866.38","1174","71045","1/7/2025",""
"CMP0223","Email Marketing","1266.51","185","7733","2/12/2025",""
"CMP0154","Google Ads","102262.37","6080","73089","12/29/2025",""
"CMP7280","Facebook Ads","30107.44","2767","42289","5/5/2025",""
"CMP0348","Google Ads","8962.26","1165","15476","9/19/2025",""
"CMP6999","LinkedIn Ads","20911.41","1497","21316","4/26/2025",""
"CMP2779","Google Ads","8964.98","466","31428","5/25/2025",""
"CMP1390","Google Ads","7228.03","1287","81233","9/29/2025",""
"CMP4941","YouTube Ads","26301.64","1476","39618","5/19/2025",""
"CMP1252","Google Ads","5267.91","650","21482","7/19/2025",""
"CMP4563","Facebook Ads","14154.95","711","13855","4/4/2025",""
"CMP6783","YouTube Ads","27117.74","5513","85440","12/1/2025",""
"CMP8071","YouTube Ads","44240.03","6778","72282","2/12/2025",""
"CMP3594","Email Marketing","4688.68","531","13436","4/15/2025",""
"CMP1805","Google Ads","52163.57","3006","47789","3/13/2025",""
"CMP6899","Facebook Ads","3369.84","969","29621","3/12/2025",""
"CMP6959","Instagram Ads","3344.77","768","9088","10/25/2025",""
"CMP5985","Facebook Ads","2120.6","551","12353","10/19/2025",""
"CMP8642","Email Marketing","19160.75","1975","41257","6/22/2025",""
"CMP0984","Email Marketing","2566.84","227","6209","1/6/2025",""
"CMP4228","YouTube Ads","38134.27","2557","67781","8/5/2025",""
"CMP2051","Email Marketing","22533.22","1690","29769","4/23/2025",""
"CMP7675","LinkedIn Ads","57178.33","3368","43050","3/26/2025",""
"CMP1711","Google Ads","8368.41","2798","49540","5/25/2025",""
"CMP5065","Facebook Ads","23269.42","1702","74311","1/17/2025",""
"CMP7927","Google Ads","1536.8","372","8297","6/8/2025",""
"CMP6401","Email Marketing","16438.91","1111","48640","2/19/2025",""
"CMP2461","Google Ads","60367.48","6571","78962","10/28/2025",""
"CMP1529","Email Marketing","15516.56","933","32352","12/1/2025",""
"CMP8574","Instagram Ads","9478.54","1124","60652","7/4/2025",""
"CMP3422","YouTube Ads","12792.14","664","81544","10/18/2025",""
"CMP8965","Google Ads","8576.49","820","67393","3/28/2025",""
"CMP1462","Google Ads","13586.16","1937","25486","8/31/2025",""
"CMP9319","LinkedIn Ads","7398.74","422","7189","7/25/2025",""
"CMP5139","Instagram Ads","10173.18","896","12943","5/15/2025",""
"CMP9189","Google Ads","3649.14","481","22258","3/23/2025",""
"CMP1532","Instagram Ads","53420.9","3887","63063","8/27/2025",""
"CMP6504","LinkedIn Ads","13979.92","1694","28145","6/12/2025",""
"CMP1874","Instagram Ads","4370.13","363","61582","8/29/2025",""
"CMP6231","Google Ads","70119.46","3573","49381","4/20/2025",""
"CMP4130","Email Marketing","1952.32","392","25082","5/21/2025",""
"CMP6877","YouTube Ads","50615.57","2792","30063","4/5/2025",""
"CMP2696","Facebook Ads","38063.76","3483","47780","10/2/2025",""
"CMP6376","Google Ads","117264.31","6464","75519","4/12/2025",""
"CMP5186","Google Ads","36327.07","1928","21727","9/13/2025",""
"CMP0061","LinkedIn Ads","13980.03","1349","18478","10/24/2025",""
"CMP8948","Facebook Ads","19739.31","3142","80766","4/18/2025",""
"CMP0266","Instagram Ads","70077.45","4163","42234","3/5/2025",""
"CMP8888","LinkedIn Ads","52917.29","6317","70572","4/1/2025",""
"CMP8893","LinkedIn Ads","41217.22","2384","52012","12/19/2025",""
"CMP1626","Google Ads","3231.34","233","15606","11/12/2025",""
"CMP8925","Google Ads","82848.46","7326","85037","1/17/2025",""
"CMP6244","Google Ads","37752.67","1973","27632","6/29/2025",""
"CMP0125","Instagram Ads","15881.43","2128","31351","12/4/2025",""
"CMP6793","Google Ads","326.6","63","4035","7/11/2025",""
"CMP7046","Facebook Ads","19117.79","3256","74841","11/26/2025",""
"CMP6397","Email Marketing","31167.42","1701","24769","9/22/2025",""
"CMP8262","Google Ads","111661.66","6472","84764","11/18/2025",""
"CMP0421","LinkedIn Ads","382.31","128","3512","12/29/2025",""
"CMP2139","LinkedIn Ads","34109.82","5917","85160","12/1/2025",""
"CMP6195","Instagram Ads","6558.76","897","88410","3/15/2025",""
"CMP9764","Google Ads","2530.66","340","16034","4/3/2025",""
"CMP3408","LinkedIn Ads","17323.34","1055","15195","7/31/2025",""
"CMP6149","Instagram Ads","123823.14","7437","85040","4/3/2025",""
"CMP0516","Google Ads","31698.8","2890","46932","11/11/2025",""
"CMP1993","Facebook Ads","3468.73","292","81444","9/23/2025",""
"CMP3555","Google Ads","7519.8","1185","44931","12/21/2025",""
"CMP5711","Email Marketing","41236.82","5390","74285","9/11/2025",""
"CMP3243","Email Marketing","89993.94","4655","96030","2/22/2025",""
"CMP7993","LinkedIn Ads","45546.85","3521","60478","5/20/2025",""
"CMP9293","Instagram Ads","5969.99","576","51015","1/18/2025",""
"CMP8692","Instagram Ads","1329.38","295","54206","6/15/2025",""
"CMP6090","Instagram Ads","6204.1","1337","21010","6/13/2025",""
"CMP3812","YouTube Ads","3313.68","444","10681","4/19/2025",""
"CMP1226","YouTube Ads","100469.23","6959","86707","8/11/2025",""
"CMP8170","Google Ads","8141.98","1775","37968","8/20/2025",""
"CMP0349","Instagram Ads","6142.77","379","4337","10/22/2025",""
"CMP0607","YouTube Ads","3109.6","370","71142","1/9/2025",""
"CMP4932","Instagram Ads","27396.37","2882","43574","10/12/2025",""
"CMP7448","LinkedIn Ads","35180.55","2039","86029","11/13/2025",""
"CMP1723","Instagram Ads","46441.47","7188","92124","2/15/2025",""
"CMP0861","Instagram Ads","544.43","163","7646","6/5/2025",""
"CMP6219","Instagram Ads","53065.46","2840","93575","10/26/2025",""
"CMP9571","LinkedIn Ads","104610.64","7370","85480","9/25/2025",""
"CMP5275","Email Marketing","7802.33","1900","65269","6/1/2025",""
"CMP3374","Email Marketing","3959.7","203","12225","1/31/2025",""
"CMP3079","LinkedIn Ads","4595.23","747","15701","10/30/2025",""
"CMP7439","Email Marketing","9202.61","2116","22184","3/8/2025",""
"CMP3327","LinkedIn Ads","2436.88","331","26635","3/26/2025",""
"CMP1756","Email Marketing","1512.34","542","16444","8/24/2025",""
"CMP5767","Instagram Ads","4674.07","1177","17509","8/9/2025",""
"CMP0871","LinkedIn Ads","6587.13","1564","37728","11/29/2025",""
"CMP9733","Instagram Ads","55981.02","5026","71410","8/10/2025",""
"CMP3598","Google Ads","1080.72","86","8964","5/3/2025",""
"CMP6629","LinkedIn Ads","5579.93","879","53496","12/21/2025",""
"CMP4719","Email Marketing","36961.14","2409","80159","2/18/2025",""
"CMP3910","Facebook Ads","3347.27","618","43302","6/20/2025",""
"CMP0342","Facebook Ads","2003.01","365","36581","1/5/2025",""
"CMP4056","LinkedIn Ads","2390.03","142","16337","10/18/2025",""
"CMP1539","Google Ads","29167.78","2799","41924","6/29/2025",""
"CMP0223","Instagram Ads","50369.57","2783","41470","12/6/2025",""
"CMP0340","Facebook Ads","26028.16","1854","55781","3/14/2025",""
"CMP7057","Instagram Ads","2445.28","415","29041","7/13/2025",""
"CMP7361","YouTube Ads","20937.31","1136","24931","6/28/2025",""
"CMP5068","Facebook Ads","7459.67","643","7387","6/25/2025",""
"CMP5686","Instagram Ads","752.49","67","16442","12/17/2025",""
"CMP9145","Email Marketing","14248.13","1293","23313","2/3/2025",""
"CMP9717","Google Ads","4318.53","550","8972","8/9/2025",""
"CMP4642","YouTube Ads","49700.78","2590","89205","5/19/2025",""
"CMP3586","Google Ads","20249.87","2955","64020","12/14/2025",""
"CMP4949","YouTube Ads","18169.15","1469","42728","12/14/2025",""
"CMP2224","LinkedIn Ads","13082.3","1684","74651","2/13/2025",""
"CMP7159","Google Ads","11543.13","1128","20167","6/10/2025",""
"CMP7644","LinkedIn Ads","11423.81","3828","55773","10/14/2025",""
"CMP4955","Facebook Ads","38329.99","4245","78064","11/14/2025",""
"CMP2064","LinkedIn Ads","1558.07","147","89828","9/23/2025",""
"CMP1754","Instagram Ads","14300.71","847","79901","10/17/2025",""
"CMP9579","Email Marketing","91874.84","6106","68954","12/26/2025",""
"CMP2235","Facebook Ads","20074.11","2585","90562","6/9/2025",""
"CMP0001","Facebook Ads","33518.19","7258","81140","2/19/2025",""
"CMP7272","LinkedIn Ads","1348.27","174","9294","9/5/2025",""
"CMP7195","Email Marketing","20816.88","2068","82892","11/22/2025",""
"CMP2798","YouTube Ads","54091.33","9006","99211","9/3/2025",""
"CMP6019","Email Marketing","15284.08","1652","38068","2/24/2025",""
"CMP1969","YouTube Ads","1772.32","140","53043","1/18/2025",""
"CMP7510","Instagram Ads","1147.64","131","3195","9/15/2025",""
"CMP2859","Email Marketing","20842.44","1491","21844","10/16/2025",""
"CMP4964","LinkedIn Ads","9452.71","1040","10940","8/30/2025",""
"CMP8609","Instagram Ads","12085.41","1479","18963","10/25/2025",""
"CMP0484","Email Marketing","4185.27","999","22863","2/24/2025",""
"CMP3877","Google Ads","25524.5","1623","24806","8/4/2025",""
"CMP1195","LinkedIn Ads","67982.09","5018","51063","1/16/2025",""
"CMP9401","YouTube Ads","5887.78","851","28179","8/13/2025",""
"CMP8660","Facebook Ads","3631.92","1242","13274","12/9/2025",""
"CMP5892","LinkedIn Ads","79804.65","4527","76487","6/24/2025",""
"CMP8130","Facebook Ads","40520.42","2386","29194","9/14/2025",""
"CMP1101","LinkedIn Ads","46981.54","5173","58034","2/6/2025",""
"CMP1933","LinkedIn Ads","3386.78","260","32221","6/19/2025",""
"CMP5864","Google Ads","4680.77","1229","22691","10/22/2025",""
"CMP0929","YouTube Ads","23695.44","1866","93425","5/15/2025",""
"CMP0974","Facebook Ads","38456.75","2290","28769","6/18/2025",""
"CMP9995","Email Marketing","7946.07","404","6634","8/2/2025",""
"CMP2122","Instagram Ads","3167.35","733","96808","9/12/2025",""
"CMP3732","Google Ads","1218.91","76","9255","4/11/2025",""
"CMP9053","LinkedIn Ads","7091.14","446","8834","12/23/2025",""
"CMP7176","Google Ads","52578.42","6074","82694","6/25/2025",""
"CMP3722","LinkedIn Ads","109914.92","8835","99973","1/8/2025",""
"CMP4631","Google Ads","38005.2","2914","43173","5/6/2025",""
"CMP1259","Google Ads","13889.44","2276","34794","12/28/2025",""
"CMP9035","Instagram Ads","47476.8","4051","87674","5/17/2025",""
"CMP6732","Email Marketing","59288.08","8016","83509","4/15/2025",""
"CMP2012","Instagram Ads","7428.25","2375","97015","5/1/2025",""
"CMP0554","Instagram Ads","22679.58","2459","38433","2/13/2025",""
"CMP6269","LinkedIn Ads","2654.7","413","60198","7/14/2025",""
"CMP0513","YouTube Ads","4827.6","262","47587","6/22/2025",""
"CMP7112","LinkedIn Ads","16380","985","97581","10/11/2025",""
"CMP7595","LinkedIn Ads","73937.55","5941","77052","9/23/2025",""
"CMP3904","Facebook Ads","3183.11","193","3990","5/21/2025",""
"CMP0633","YouTube Ads","11027.91","1531","37949","5/9/2025",""
"CMP4334","Facebook Ads","10760.32","3840","60170","1/5/2025",""
"CMP3570","LinkedIn Ads","12171.73","643","9678","5/22/2025",""
"CMP4525","Instagram Ads","7075.98","1092","66871","3/31/2025",""
"CMP0631","Facebook Ads","146660.95","8352","91711","10/24/2025",""
"CMP4245","Instagram Ads","6862.66","397","4112","6/30/2025",""
"CMP8306","LinkedIn Ads","4225.5","1096","16835","4/15/2025",""
"CMP1170","Email Marketing","11854.22","2369","57898","6/17/2025",""
"CMP7712","Instagram Ads","2971.07","560","83515","1/23/2025",""
"CMP5130","YouTube Ads","135780.61","8376","95817","12/31/2025",""
"CMP2459","LinkedIn Ads","25652.88","1335","87093","4/25/2025",""
"CMP8831","Email Marketing","31904.01","1785","17891","1/27/2025",""
"CMP4411","Facebook Ads","45187.11","2450","77398","6/18/2025",""
"CMP3950","LinkedIn Ads","59763.54","6766","98049","6/30/2025",""
"CMP9916","Facebook Ads","22699.11","3481","60847","3/6/2025",""
"CMP9922","Instagram Ads","11580.81","1449","39602","2/11/2025",""
"CMP3246","Facebook Ads","959.07","177","61515","8/3/2025",""
"CMP2071","Google Ads","3585.65","246","58547","2/7/2025",""
"CMP5806","Facebook Ads","31016.21","4612","54732","5/31/2025",""
"CMP0742","Google Ads","112159.82","5865","98829","7/29/2025",""
"CMP3006","Email Marketing","127332.63","7556","79274","9/18/2025",""
"CMP7431","LinkedIn Ads","20368.39","3642","44000","10/29/2025",""
"CMP9243","YouTube Ads","54679.75","4799","70838","8/7/2025",""
"CMP2347","Google Ads","35130.47","3501","98288","5/23/2025",""
"CMP1943","Instagram Ads","20799.87","2043","37893","3/28/2025",""
"CMP4566","Facebook Ads","5753.03","473","14579","9/18/2025",""
"CMP8845","YouTube Ads","850.57","77","27576","1/14/2025",""
"CMP8535","Facebook Ads","45781.08","2466","61486","12/28/2025",""
"CMP2242","Instagram Ads","38078.58","1958","97896","2/10/2025",""
"CMP7430","Email Marketing","120537.57","8452","98406","2/7/2025",""
"CMP8541","Instagram Ads","32867.01","2336","26955","11/17/2025",""
"CMP6164","Facebook Ads","23248.86","3255","90257","3/19/2025",""
"CMP1454","YouTube Ads","9096.66","3559","96802","2/4/2025",""
"CMP6852","Email Marketing","23455.31","2562","36481","10/26/2025",""
"CMP2951","Instagram Ads","17680.21","1246","32394","9/8/2025",""
"CMP3587","Google Ads","34412.06","1768","39653","6/16/2025",""
"CMP5225","Email Marketing","11184.38","761","16881","12/27/2025",""
"CMP0475","Instagram Ads","13330.55","2128","37117","7/29/2025",""
"CMP6413","LinkedIn Ads","23411.32","3315","57731","1/28/2025",""
"CMP0748","Instagram Ads","21712.56","3407","60672","3/27/2025",""
"CMP5402","Facebook Ads","12736.08","4471","81293","1/11/2025",""
"CMP9059","Google Ads","9909.36","856","87843","7/5/2025",""
"CMP3758","Instagram Ads","13124.33","1581","23155","4/21/2025",""
"CMP8628","Google Ads","54097.22","3309","67732","1/22/2025",""
"CMP4052","Google Ads","14555.56","3121","37711","7/13/2025",""
"CMP1254","Google Ads","88347.98","5965","68127","8/1/2025",""
"CMP2488","Google Ads","158568.05","9686","98452","4/10/2025",""
"CMP4951","Instagram Ads","7257.9","1710","62149","12/2/2025",""
"CMP6658","YouTube Ads","15171.65","2029","38511","12/26/2025",""
"CMP6450","Instagram Ads","25945.6","5903","73641","4/25/2025",""
"CMP7812","YouTube Ads","10840.13","1366","16280","3/15/2025",""
"CMP8026","YouTube Ads","1954.5","393","34763","11/12/2025",""
"CMP0966","LinkedIn Ads","13802","1736","35033","6/22/2025",""
"CMP0092","Instagram Ads","54634.67","3477","92491","9/8/2025",""
