Conversion_id,User_id,Revenue,Conversion_date,Revenue_Log,Revenue_Rank,High_Value_Conversion,Revenue_Category,Conversion_Year,Conversion_Month,Conversion_Weekday,Conversion_Quarter,Conversion_Day
CONV00549,U4486,7011.52,19-03-2025,8.855452402,1740,0,Very High,2025,March,Wednesday,1,19
CONV00550,U3784,4434.03,11-01-2026,8.397289659,1842,0,Very High,2026,January,Sunday,1,11
CONV00551,U6127,23955.42,10-04-2025,10.08399163,1055,0,Very High,2025,April,Thursday,2,10
CONV00552,U4422,33731.28,06-08-2025,10.42621052,663,1,Very High,2025,August,Wednesday,3,6
CONV00553,U5324,20540.91,24-08-2025,9.930222468,1200,0,Very High,2025,August,Sunday,3,24
CONV00554,U9729,43851.26,27-10-2025,10.68858154,229,1,Very High,2025,October,Monday,4,27
CONV00555,U4026,49199.62,24-09-2025,10.8036615,28,1,Very High,2025,September,Wednesday,3,24
CONV00556,U3111,44277.68,23-06-2025,10.69825858,213,1,Very High,2025,June,Monday,2,23
CONV00557,U8471,32482.02,16-03-2025,10.38847277,712,1,Very High,2025,March,Sunday,1,16
CONV00558,U8953,16511.32,11-03-2025,9.711862048,1346,0,Very High,2025,March,Tuesday,1,11
CONV00559,U7450,34740.01,17-03-2025,10.45567611,616,1,Very High,2025,March,Monday,1,17
CONV00560,U7363,26428.96,03-12-2025,10.18225349,965,1,Very High,2025,December,Wednesday,4,3
CONV00561,U2800,33146.75,25-06-2025,10.40873012,679,1,Very High,2025,June,Wednesday,2,25
CONV00562,U7312,6318.92,01-06-2025,8.751461829,1769,0,Very High,2025,June,Sunday,2,1
CONV00563,U8170,44193.79,13-10-2025,10.69636219,219,1,Very High,2025,October,Monday,4,13
CONV00564,U1301,12613.3,21-11-2025,9.44258637,1509,0,Very High,2025,November,Friday,4,21
CONV00565,U0903,7696.03,02-12-2025,8.948589819,1713,0,Very High,2025,December,Tuesday,4,2
CONV00566,U1785,33768.48,21-08-2025,10.42731271,661,1,Very High,2025,August,Thursday,3,21
CONV00567,U5902,15315.08,30-01-2025,9.636658536,1388,0,Very High,2025,January,Thursday,1,30
CONV00568,U2205,14083.72,20-03-2025,9.552845801,1445,0,Very High,2025,March,Thursday,1,20
CONV00569,U1791,26682.86,22-10-2025,10.19181417,955,1,Very High,2025,October,Wednesday,4,22
CONV00570,U4255,18015.74,01-10-2025,9.799056605,1289,0,Very High,2025,October,Wednesday,4,1
CONV00571,U2948,14879.16,15-11-2025,9.607784061,1407,0,Very High,2025,November,Saturday,4,15
CONV00572,U3397,2751.86,23-11-2025,7.92039565,1913,0,Very High,2025,November,Sunday,4,23
CONV00573,U4615,15364.06,28-05-2025,9.63985138,1386,0,Very High,2025,May,Wednesday,2,28
CONV00574,U9322,9193.64,22-11-2025,9.126375985,1659,0,Very High,2025,November,Saturday,4,22
CONV00575,U2225,23300.59,01-10-2025,10.05627688,1081,0,Very High,2025,October,Wednesday,4,1
CONV00576,U8538,34070.78,20-06-2025,10.43622475,651,1,Very High,2025,June,Friday,2,20
CONV00577,U1085,2043.07,30-03-2025,7.622698197,1933,0,Very High,2025,March,Sunday,1,30
CONV00578,U1915,16067.72,08-06-2025,9.684629804,1363,0,Very High,2025,June,Sunday,2,8
CONV00579,U7405,15464.76,07-06-2025,9.646383827,1382,0,Very High,2025,June,Saturday,2,7
CONV00580,U7908,17335.74,29-09-2025,9.760583228,1316,0,Very High,2025,September,Monday,3,29
CONV00581,U8457,36366.25,27-12-2025,10.50142392,551,1,Very High,2025,December,Saturday,4,27
CONV00582,U9737,44514.7,17-02-2025,10.70359721,203,1,Very High,2025,February,Monday,1,17
CONV00583,U3439,14685.09,01-07-2025,9.594656066,1415,0,Very High,2025,July,Tuesday,3,1
CONV00584,U4484,28201.48,03-03-2025,10.2471652,892,1,Very High,2025,March,Monday,1,3
CONV00585,U4642,4026.52,09-11-2025,8.300906081,1857,0,Very High,2025,November,Sunday,4,9
CONV00586,U0827,4762.92,08-03-2025,8.468826138,1828,0,Very High,2025,March,Saturday,1,8
CONV00587,U7305,16950.44,18-11-2025,9.738108065,1331,0,Very High,2025,November,Tuesday,4,18
CONV00588,U7673,34381.66,13-03-2025,10.44530765,632,1,Very High,2025,March,Thursday,1,13
CONV00589,U4228,35130.92,27-07-2025,10.4668654,601,1,Very High,2025,July,Sunday,3,27
CONV00590,U1850,42365.43,08-07-2025,10.65411158,275,1,Very High,2025,July,Tuesday,3,8
CONV00591,U1753,4010.74,25-06-2025,8.296980341,1858,0,Very High,2025,June,Wednesday,2,25
CONV00592,U3993,19498.91,18-10-2025,9.878165129,1232,0,Very High,2025,October,Saturday,4,18
CONV00593,U9294,12189.64,16-07-2025,9.408423723,1531,0,Very High,2025,July,Wednesday,3,16
CONV00594,U9703,27976.84,28-11-2025,10.23916805,904,1,Very High,2025,November,Friday,4,28
CONV00595,U9772,32426.96,15-07-2025,10.38677629,716,1,Very High,2025,July,Tuesday,3,15
CONV00596,U0004,22922.23,26-03-2025,10.03990609,1101,0,Very High,2025,March,Wednesday,1,26
CONV00597,U5188,45703.61,12-06-2025,10.72995445,162,1,Very High,2025,June,Thursday,2,12
CONV00598,U8363,15062.14,06-08-2025,9.620005979,1397,0,Very High,2025,August,Wednesday,3,6
CONV00599,U1798,21869.92,12-06-2025,9.99291318,1142,0,Very High,2025,June,Thursday,2,12
CONV00600,U8932,24006.13,25-04-2025,10.08610615,1050,0,Very High,2025,April,Friday,2,25
CONV00601,U2057,32595.27,14-03-2025,10.39195314,701,1,Very High,2025,March,Friday,1,14
CONV00602,U6814,46550.4,10-09-2025,10.74831236,127,1,Very High,2025,September,Wednesday,3,10
CONV00603,U6304,21526.21,01-07-2025,9.977072995,1164,0,Very High,2025,July,Tuesday,3,1
CONV00604,U6732,2156.36,08-10-2025,7.676640531,1930,0,Very High,2025,October,Wednesday,4,8
CONV00605,U1312,26557.2,10-04-2025,10.18709383,959,1,Very High,2025,April,Thursday,2,10
CONV00606,U1450,37213.46,05-06-2025,10.52445267,505,1,Very High,2025,June,Thursday,2,5
CONV00607,U8766,25876.82,21-01-2025,10.16114151,985,1,Very High,2025,January,Tuesday,1,21
CONV00608,U4739,46181.79,19-04-2025,10.7403625,145,1,Very High,2025,April,Saturday,2,19
CONV00609,U9473,32987.83,06-04-2025,10.4039243,684,1,Very High,2025,April,Sunday,2,6
CONV00610,U4553,14408.11,06-06-2025,9.575615924,1428,0,Very High,2025,June,Friday,2,6
CONV00611,U2477,40488.11,12-12-2025,10.60878833,364,1,Very High,2025,December,Friday,4,12
CONV00612,U1383,41175.33,11-04-2025,10.62561886,333,1,Very High,2025,April,Friday,2,11
CONV00613,U2741,42170.74,19-04-2025,10.64950561,282,1,Very High,2025,April,Saturday,2,19
CONV00614,U4938,46161.73,08-09-2025,10.73992804,148,1,Very High,2025,September,Monday,3,8
CONV00615,U8691,46397.52,25-08-2025,10.74502284,134,1,Very High,2025,August,Monday,3,25
CONV00616,U5798,32777.26,18-08-2025,10.39752077,694,1,Very High,2025,August,Monday,3,18
CONV00617,U9572,33926.91,27-07-2025,10.43199326,655,1,Very High,2025,July,Sunday,3,27
CONV00618,U5133,919.57,10-10-2025,6.824993043,1981,0,High,2025,October,Friday,4,10
CONV00619,U5760,12968.86,24-04-2025,9.470383483,1487,0,Very High,2025,April,Thursday,2,24
CONV00620,U3553,35549.72,06-11-2025,10.47871569,579,1,Very High,2025,November,Thursday,4,6
CONV00621,U9275,9621.02,14-04-2025,9.171809501,1640,0,Very High,2025,April,Monday,2,14
CONV00622,U6996,38620.92,29-12-2025,10.56157527,444,1,Very High,2025,December,Monday,4,29
CONV00623,U5451,13600.91,14-02-2025,9.517965503,1466,0,Very High,2025,February,Friday,1,14
CONV00624,U8062,38551.01,03-03-2025,10.55976352,448,1,Very High,2025,March,Monday,1,3
CONV00625,U1154,38973.24,20-10-2025,10.57065619,422,1,Very High,2025,October,Monday,4,20
CONV00626,U6398,16826.63,29-05-2025,9.730777457,1335,0,Very High,2025,May,Thursday,2,29
CONV00627,U7834,36524.49,06-09-2025,10.50576565,542,1,Very High,2025,September,Saturday,3,6
CONV00628,U7899,46784.59,15-03-2025,10.75333053,119,1,Very High,2025,March,Saturday,1,15
CONV00629,U1486,48065.81,09-07-2025,10.7803472,66,1,Very High,2025,July,Wednesday,3,9
CONV00630,U6295,34946.17,02-01-2026,10.46159277,607,1,Very High,2026,January,Friday,1,2
CONV00631,U7176,10058.09,01-05-2025,9.216231982,1620,0,Very High,2025,May,Thursday,2,1
CONV00632,U5042,40683.02,13-10-2025,10.61359067,358,1,Very High,2025,October,Monday,4,13
CONV00633,U6644,32865.57,18-03-2025,10.40021131,692,1,Very High,2025,March,Tuesday,1,18
CONV00634,U1181,24700.29,19-01-2025,10.11461075,1029,0,Very High,2025,January,Sunday,1,19
CONV00635,U0236,45280.79,25-04-2025,10.72066024,174,1,Very High,2025,April,Friday,2,25
CONV00636,U1743,40059.17,07-03-2025,10.59813785,378,1,Very High,2025,March,Friday,1,7
CONV00637,U6587,29010.37,20-06-2025,10.2754431,846,1,Very High,2025,June,Friday,2,20
CONV00638,U1979,21050.14,12-06-2025,9.954709994,1182,0,Very High,2025,June,Thursday,2,12
CONV00639,U0667,42444.65,29-03-2025,10.65597971,271,1,Very High,2025,March,Saturday,1,29
CONV00640,U2940,29889.66,24-02-2025,10.30530134,809,1,Very High,2025,February,Monday,1,24
CONV00641,U4440,12343.06,30-09-2025,9.420930255,1524,0,Very High,2025,September,Tuesday,3,30
CONV00642,U4935,28106.66,04-07-2025,10.24379742,898,1,Very High,2025,July,Friday,3,4
CONV00643,U8316,31509.98,29-04-2025,10.35809134,752,1,Very High,2025,April,Tuesday,2,29
CONV00644,U7773,33672.06,13-09-2025,10.42445339,664,1,Very High,2025,September,Saturday,3,13
CONV00645,U5478,5668.84,13-11-2025,8.642916178,1791,0,Very High,2025,November,Thursday,4,13
CONV00646,U1161,29838.98,11-05-2025,10.30360438,811,1,Very High,2025,May,Sunday,2,11
CONV00647,U5344,37018.52,24-05-2025,10.51920062,517,1,Very High,2025,May,Saturday,2,24
CONV00648,U0891,46430.41,26-08-2025,10.74573145,132,1,Very High,2025,August,Tuesday,3,26
CONV00649,U5876,6796.98,10-06-2025,8.824380788,1753,0,Very High,2025,June,Tuesday,2,10
CONV00650,U7514,17507.01,31-08-2025,9.770413769,1310,0,Very High,2025,August,Sunday,3,31
CONV00651,U3764,26327.55,13-03-2025,10.17840918,969,1,Very High,2025,March,Thursday,1,13
CONV00652,U4042,29183.62,04-06-2025,10.28139714,834,1,Very High,2025,June,Wednesday,2,4
CONV00653,U0657,25458.71,11-09-2025,10.14485248,1007,0,Very High,2025,September,Thursday,3,11
CONV00654,U8115,37777.4,26-05-2025,10.53949279,479,1,Very High,2025,May,Monday,2,26
CONV00655,U1487,15589.41,31-01-2025,9.654411261,1380,0,Very High,2025,January,Friday,1,31
CONV00656,U7599,9654.81,08-04-2025,9.175315086,1638,0,Very High,2025,April,Tuesday,2,8
CONV00657,U1159,26780.56,26-07-2025,10.19546887,948,1,Very High,2025,July,Saturday,3,26
CONV00658,U1327,46646.04,30-11-2025,10.75036475,124,1,Very High,2025,November,Sunday,4,30
CONV00659,U0670,32584.55,29-07-2025,10.39162422,703,1,Very High,2025,July,Tuesday,3,29
CONV00660,U3910,24185.43,03-11-2025,10.09354701,1045,0,Very High,2025,November,Monday,4,3
CONV00661,U8251,3195.77,26-12-2025,8.069896204,1892,0,Very High,2025,December,Friday,4,26
CONV00662,U7704,41356.26,27-01-2026,10.63000326,320,1,Very High,2026,January,Tuesday,1,27
CONV00663,U1076,4468.43,05-05-2025,8.405016163,1840,0,Very High,2025,May,Monday,2,5
CONV00664,U2425,10610.68,12-10-2025,9.26971056,1596,0,Very High,2025,October,Sunday,4,12
CONV00665,U7765,37016.61,27-06-2025,10.51914902,518,1,Very High,2025,June,Friday,2,27
CONV00666,U8514,29145.88,17-12-2025,10.28010315,836,1,Very High,2025,December,Wednesday,4,17
CONV00667,U7296,7031.74,17-09-2025,8.858331667,1737,0,Very High,2025,September,Wednesday,3,17
CONV00668,U0776,23068.36,22-03-2025,10.04626061,1093,0,Very High,2025,March,Saturday,1,22
CONV00669,U2515,2537,03-04-2025,7.839131648,1921,0,Very High,2025,April,Thursday,2,3
CONV00670,U9216,16188.72,09-01-2026,9.692131752,1359,0,Very High,2026,January,Friday,1,9
CONV00671,U4941,46587.91,28-03-2025,10.74911781,126,1,Very High,2025,March,Friday,1,28
CONV00672,U8314,15130.07,17-07-2025,9.624505525,1392,0,Very High,2025,July,Thursday,3,17
CONV00673,U5550,24209.57,20-12-2025,10.09454459,1042,0,Very High,2025,December,Saturday,4,20
CONV00674,U3611,16655.14,05-09-2025,9.720534196,1341,0,Very High,2025,September,Friday,3,5
CONV00675,U3207,42547.84,02-02-2025,10.65840787,268,1,Very High,2025,February,Sunday,1,2
CONV00676,U9914,33504.94,01-10-2025,10.41947802,668,1,Very High,2025,October,Wednesday,4,1
CONV00677,U4664,48887.42,23-07-2025,10.79729584,40,1,Very High,2025,July,Wednesday,3,23
CONV00678,U7250,36536.03,25-06-2025,10.50608155,541,1,Very High,2025,June,Wednesday,2,25
CONV00679,U1411,23993.35,11-04-2025,10.08557366,1052,0,Very High,2025,April,Friday,2,11
CONV00680,U1450,45763.32,17-01-2025,10.73126003,158,1,Very High,2025,January,Friday,1,17
CONV00681,U3265,27916.41,07-04-2025,10.23700579,906,1,Very High,2025,April,Monday,2,7
CONV00682,U3679,13502.51,13-02-2025,9.510704931,1473,0,Very High,2025,February,Thursday,1,13
CONV00683,U4010,14222.24,17-01-2025,9.562632526,1435,0,Very High,2025,January,Friday,1,17
CONV00684,U4226,48725.81,14-12-2025,10.79398467,47,1,Very High,2025,December,Sunday,4,14
CONV00685,U2669,16324.22,22-11-2025,9.70046643,1357,0,Very High,2025,November,Saturday,4,22
CONV00686,U5833,26715.81,23-02-2025,10.19304823,954,1,Very High,2025,February,Sunday,1,23
CONV00687,U9811,43685.94,22-04-2025,10.68480448,237,1,Very High,2025,April,Tuesday,2,22
CONV00688,U5762,26149.45,26-03-2025,10.17162168,976,1,Very High,2025,March,Wednesday,1,26
CONV00689,U8248,44904.31,13-05-2025,10.71231133,191,1,Very High,2025,May,Tuesday,2,13
CONV00690,U6838,41032.81,22-09-2025,10.62215164,341,1,Very High,2025,September,Monday,3,22
CONV00691,U7241,48520.52,07-11-2025,10.78976269,53,1,Very High,2025,November,Friday,4,7
CONV00692,U2333,6704.54,23-12-2025,8.810689329,1756,0,Very High,2025,December,Tuesday,4,23
CONV00693,U7066,2123.24,12-02-2025,7.66116937,1932,0,Very High,2025,February,Wednesday,1,12
CONV00694,U0710,1008.48,06-02-2025,6.917190626,1978,0,Very High,2025,February,Thursday,1,6
CONV00695,U5760,42370.15,14-02-2025,10.65422299,274,1,Very High,2025,February,Friday,1,14
CONV00696,U3963,5405.73,04-10-2025,8.595399753,1804,0,Very High,2025,October,Saturday,4,4
CONV00697,U2815,5384.94,09-10-2025,8.591547133,1805,0,Very High,2025,October,Thursday,4,9
CONV00698,U7204,41819.74,23-12-2025,10.64114767,303,1,Very High,2025,December,Tuesday,4,23
CONV00699,U2026,7227.66,20-09-2025,8.885808959,1732,0,Very High,2025,September,Saturday,3,20
CONV00700,U5376,14538.77,29-09-2025,9.584642933,1421,0,Very High,2025,September,Monday,3,29
CONV00701,U7012,42132.38,22-04-2025,10.64859558,288,1,Very High,2025,April,Tuesday,2,22
CONV00702,U7178,4707.79,29-09-2025,8.457186254,1832,0,Very High,2025,September,Monday,3,29
CONV00703,U1061,10413.04,02-08-2025,9.250910175,1603,0,Very High,2025,August,Saturday,3,2
CONV00704,U9535,39579.89,20-11-2025,10.58610171,392,1,Very High,2025,November,Thursday,4,20
CONV00705,U7939,38515.98,22-09-2025,10.55885446,450,1,Very High,2025,September,Monday,3,22
CONV00706,U0487,41600.47,07-03-2025,10.63589078,309,1,Very High,2025,March,Friday,1,7
CONV00707,U4961,38128.49,06-12-2025,10.54874328,462,1,Very High,2025,December,Saturday,4,6
CONV00708,U8033,17508.97,13-10-2025,9.770525712,1309,0,Very High,2025,October,Monday,4,13
CONV00709,U6286,19128.66,02-09-2025,9.858995289,1255,0,Very High,2025,September,Tuesday,3,2
CONV00710,U2690,15966.75,21-09-2025,9.678326342,1369,0,Very High,2025,September,Sunday,3,21
CONV00711,U8838,28331.64,25-10-2025,10.25176978,887,1,Very High,2025,October,Saturday,4,25
CONV00712,U5780,1893.28,27-05-2025,7.546594098,1940,0,Very High,2025,May,Tuesday,2,27
CONV00713,U5592,17584.58,25-07-2025,9.774834527,1305,0,Very High,2025,July,Friday,3,25
CONV00714,U5114,34555.57,27-11-2025,10.45035297,623,1,Very High,2025,November,Thursday,4,27
CONV00715,U0613,21412.42,09-09-2025,9.971773107,1172,0,Very High,2025,September,Tuesday,3,9
CONV00716,U5186,16459.86,16-07-2025,9.708740721,1349,0,Very High,2025,July,Wednesday,3,16
CONV00717,U5564,18485.05,09-04-2025,9.824771673,1277,0,Very High,2025,April,Wednesday,2,9
CONV00718,U3508,15217.35,15-06-2025,9.630257216,1391,0,Very High,2025,June,Sunday,2,15
CONV00719,U1553,3829.85,25-11-2025,8.25084199,1870,0,Very High,2025,November,Tuesday,4,25
CONV00720,U4946,33341.11,26-09-2025,10.41457644,673,1,Very High,2025,September,Friday,3,26
CONV00721,U8972,35314.92,30-04-2025,10.47208913,589,1,Very High,2025,April,Wednesday,2,30
CONV00722,U4390,30913.9,17-12-2025,10.33899355,769,1,Very High,2025,December,Wednesday,4,17
CONV00723,U7578,37448.46,10-04-2025,10.53074757,495,1,Very High,2025,April,Thursday,2,10
CONV00724,U3336,14708.71,05-08-2025,9.596263099,1412,0,Very High,2025,August,Tuesday,3,5
CONV00725,U2457,39953.72,18-04-2025,10.59550209,380,1,Very High,2025,April,Friday,2,18
CONV00726,U3310,1942.52,17-04-2025,7.572256041,1939,0,Very High,2025,April,Thursday,2,17
CONV00727,U7961,44877.02,21-01-2025,10.71170342,194,1,Very High,2025,January,Tuesday,1,21
CONV00728,U1480,7457.73,26-07-2025,8.917140437,1721,0,Very High,2025,July,Saturday,3,26
CONV00729,U8606,4967.31,28-05-2025,8.510835021,1821,0,Very High,2025,May,Wednesday,2,28
CONV00730,U6929,9170.14,30-04-2025,9.123816876,1660,0,Very High,2025,April,Wednesday,2,30
CONV00731,U6140,27514.38,09-01-2026,10.2225004,925,1,Very High,2026,January,Friday,1,9
CONV00732,U5050,30487.83,06-02-2025,10.32511567,789,1,Very High,2025,February,Thursday,1,6
CONV00733,U5068,45206.28,15-12-2025,10.71901341,176,1,Very High,2025,December,Monday,4,15
CONV00734,U4187,41224.03,11-06-2025,10.62680088,329,1,Very High,2025,June,Wednesday,2,11
CONV00735,U6657,4464.68,11-02-2025,8.404176777,1841,0,Very High,2025,February,Tuesday,1,11
CONV00736,U6921,13418.02,23-02-2025,9.504428383,1476,0,Very High,2025,February,Sunday,1,23
CONV00737,U7427,3078.89,11-01-2026,8.032649161,1898,0,Very High,2026,January,Sunday,1,11
CONV00738,U3279,29002.56,21-11-2025,10.27517386,848,1,Very High,2025,November,Friday,4,21
CONV00739,U2132,39735.79,11-11-2025,10.59003274,387,1,Very High,2025,November,Tuesday,4,11
CONV00740,U9717,4677.75,28-06-2025,8.450786259,1834,0,Very High,2025,June,Saturday,2,28
CONV00741,U9151,11821.01,30-11-2025,9.377718327,1549,0,Very High,2025,November,Sunday,4,30
CONV00742,U6571,13377.81,15-11-2025,9.501427391,1479,0,Very High,2025,November,Saturday,4,15
CONV00743,U7130,6366.36,12-09-2025,8.75894022,1766,0,Very High,2025,September,Friday,3,12
CONV00744,U2134,11170.55,04-09-2025,9.321125647,1573,0,Very High,2025,September,Thursday,3,4
CONV00745,U2392,12156.54,29-01-2025,9.405704832,1533,0,Very High,2025,January,Wednesday,1,29
CONV00746,U0170,16500.68,20-09-2025,9.711217473,1347,0,Very High,2025,September,Saturday,3,20
CONV00747,U9785,28071.5,13-05-2025,10.24254573,900,1,Very High,2025,May,Tuesday,2,13
CONV00748,U9802,2752.84,07-01-2026,7.92075158,1912,0,Very High,2026,January,Wednesday,1,7
CONV00749,U6077,29234.1,17-03-2025,10.28312532,831,1,Very High,2025,March,Monday,1,17
CONV00750,U1469,21930.02,20-06-2025,9.995657352,1141,0,Very High,2025,June,Friday,2,20
CONV00751,U5908,43908.35,28-08-2025,10.68988256,227,1,Very High,2025,August,Thursday,3,28
CONV00752,U8050,46181.21,08-04-2025,10.74034994,146,1,Very High,2025,April,Tuesday,2,8
CONV00753,U0588,35445.16,11-09-2025,10.4757702,587,1,Very High,2025,September,Thursday,3,11
CONV00754,U9190,6068.3,29-09-2025,8.710998556,1775,0,Very High,2025,September,Monday,3,29
CONV00755,U2960,41217.3,15-04-2025,10.62663761,331,1,Very High,2025,April,Tuesday,2,15
CONV00756,U2959,38528.54,23-08-2025,10.5591805,449,1,Very High,2025,August,Saturday,3,23
CONV00757,U1999,46492.85,24-07-2025,10.74707532,129,1,Very High,2025,July,Thursday,3,24
CONV00758,U7862,29913.11,21-08-2025,10.30608555,806,1,Very High,2025,August,Thursday,3,21
CONV00759,U2119,32360.38,29-04-2025,10.38472102,720,1,Very High,2025,April,Tuesday,2,29
CONV00760,U2917,1515.35,09-05-2025,7.32406141,1962,0,Very High,2025,May,Friday,2,9
CONV00761,U2526,40154.47,26-03-2025,10.60051395,375,1,Very High,2025,March,Wednesday,1,26
CONV00762,U6021,22549.4,02-10-2025,10.02350808,1116,0,Very High,2025,October,Thursday,4,2
CONV00763,U6034,31718.97,13-11-2025,10.36470173,745,1,Very High,2025,November,Thursday,4,13
CONV00764,U2541,32537.66,13-09-2025,10.3901842,710,1,Very High,2025,September,Saturday,3,13
CONV00765,U4922,45193.73,13-04-2025,10.71873577,178,1,Very High,2025,April,Sunday,2,13
CONV00766,U1254,25777.25,06-02-2025,10.15728639,993,1,Very High,2025,February,Thursday,1,6
CONV00767,U1340,37155.55,29-09-2025,10.52289535,507,1,Very High,2025,September,Monday,3,29
CONV00768,U4877,23022.41,01-07-2025,10.0442668,1094,0,Very High,2025,July,Tuesday,3,1
CONV00769,U3459,49118.22,13-04-2025,10.80200568,30,1,Very High,2025,April,Sunday,2,13
CONV00770,U0218,23278.07,10-04-2025,10.05530995,1082,0,Very High,2025,April,Thursday,2,10
CONV00771,U5911,33917.56,14-01-2026,10.43171764,656,1,Very High,2026,January,Wednesday,1,14
CONV00772,U0261,1827.36,07-01-2026,7.511174669,1944,0,Very High,2026,January,Wednesday,1,7
CONV00773,U3128,23439.56,01-03-2025,10.06222313,1074,0,Very High,2025,March,Saturday,1,1
CONV00774,U7296,43059.92,24-09-2025,10.67037114,250,1,Very High,2025,September,Wednesday,3,24
CONV00775,U0835,31705.29,12-07-2025,10.36427036,746,1,Very High,2025,July,Saturday,3,12
CONV00776,U4765,24562,06-02-2025,10.10899652,1034,0,Very High,2025,February,Thursday,1,6
CONV00777,U9444,13758.52,01-07-2025,9.529486227,1457,0,Very High,2025,July,Tuesday,3,1
CONV00778,U5682,1529.94,27-08-2025,7.333637205,1960,0,Very High,2025,August,Wednesday,3,27
CONV00779,U9629,30303.96,12-01-2026,10.31906667,798,1,Very High,2026,January,Monday,1,12
CONV00780,U5903,10756.83,21-09-2025,9.283389141,1588,0,Very High,2025,September,Sunday,3,21
CONV00781,U9925,21091.23,24-09-2025,9.956660005,1179,0,Very High,2025,September,Wednesday,3,24
CONV00782,U5879,8350.97,09-06-2025,9.030252718,1689,0,Very High,2025,June,Monday,2,9
CONV00783,U3715,24575.08,13-03-2025,10.10952889,1032,0,Very High,2025,March,Thursday,1,13
CONV00784,U8445,35467.04,05-12-2025,10.47638729,584,1,Very High,2025,December,Friday,4,5
CONV00785,U1670,5717.85,04-11-2025,8.651523015,1790,0,Very High,2025,November,Tuesday,4,4
CONV00786,U7234,43589.39,21-09-2025,10.68259199,238,1,Very High,2025,September,Sunday,3,21
CONV00787,U6812,40552.69,14-01-2025,10.61038205,361,1,Very High,2025,January,Tuesday,1,14
CONV00788,U5909,8004.76,13-12-2025,8.987916562,1706,0,Very High,2025,December,Saturday,4,13
CONV00789,U6707,34268.83,22-09-2025,10.44202065,643,1,Very High,2025,September,Monday,3,22
CONV00790,U1141,20381.72,09-03-2025,9.922442762,1204,0,Very High,2025,March,Sunday,1,9
CONV00791,U2474,49012.33,16-11-2025,10.79984758,33,1,Very High,2025,November,Sunday,4,16
CONV00792,U9071,16027.91,16-06-2025,9.682149246,1366,0,Very High,2025,June,Monday,2,16
CONV00793,U6619,44435.2,05-09-2025,10.70180973,207,1,Very High,2025,September,Friday,3,5
CONV00794,U1381,19804.68,11-02-2025,9.893724044,1223,0,Very High,2025,February,Tuesday,1,11
CONV00795,U9041,37973.79,14-06-2025,10.5446778,471,1,Very High,2025,June,Saturday,2,14
CONV00796,U6927,3467.31,27-09-2025,8.151422723,1886,0,Very High,2025,September,Saturday,3,27
CONV00797,U2044,36974.51,01-09-2025,10.51801108,521,1,Very High,2025,September,Monday,3,1
CONV00798,U8738,15310.48,22-11-2025,9.636358153,1389,0,Very High,2025,November,Saturday,4,22
CONV00799,U1725,10031.49,11-07-2025,9.213584105,1623,0,Very High,2025,July,Friday,3,11
CONV00800,U1343,44481.21,04-03-2025,10.70284461,206,1,Very High,2025,March,Tuesday,1,4
CONV00801,U9638,20041.73,22-10-2025,9.905621773,1209,0,Very High,2025,October,Wednesday,4,22
CONV00802,U8021,25536.4,17-08-2025,10.14789932,1005,0,Very High,2025,August,Sunday,3,17
CONV00803,U3484,37451.57,21-09-2025,10.53083061,494,1,Very High,2025,September,Sunday,3,21
CONV00804,U1981,2493.97,13-07-2025,7.822031984,1923,0,Very High,2025,July,Sunday,3,13
CONV00805,U0459,29686.4,16-03-2025,10.29847799,817,1,Very High,2025,March,Sunday,1,16
CONV00806,U0035,3844.44,05-03-2025,8.25464331,1867,0,Very High,2025,March,Wednesday,1,5
CONV00807,U6182,30482.63,25-09-2025,10.3249451,790,1,Very High,2025,September,Thursday,3,25
CONV00808,U7358,4921.09,06-04-2025,8.501488516,1822,0,Very High,2025,April,Sunday,2,6
CONV00809,U7260,43364.7,14-06-2025,10.67742409,243,1,Very High,2025,June,Saturday,2,14
CONV00810,U9165,27320.8,09-03-2025,10.2154402,931,1,Very High,2025,March,Sunday,1,9
CONV00811,U0306,26827.04,02-04-2025,10.19720289,945,1,Very High,2025,April,Wednesday,2,2
CONV00812,U7279,16361.34,03-03-2025,9.702737632,1353,0,Very High,2025,March,Monday,1,3
CONV00813,U0395,13230.3,01-10-2025,9.490340514,1480,0,Very High,2025,October,Wednesday,4,1
CONV00814,U1469,34091.12,21-03-2025,10.43682155,650,1,Very High,2025,March,Friday,1,21
CONV00815,U1618,44704.05,21-06-2025,10.70784175,195,1,Very High,2025,June,Saturday,2,21
CONV00816,U9602,37743.3,14-05-2025,10.53858975,483,1,Very High,2025,May,Wednesday,2,14
CONV00817,U1073,31860.29,04-10-2025,10.36914707,738,1,Very High,2025,October,Saturday,4,4
CONV00818,U9089,28628.16,14-12-2025,10.26218106,861,1,Very High,2025,December,Sunday,4,14
CONV00819,U6117,12635.49,03-11-2025,9.444343939,1508,0,Very High,2025,November,Monday,4,3
CONV00820,U4740,3478.66,30-12-2025,8.154689867,1885,0,Very High,2025,December,Tuesday,4,30
CONV00821,U5758,42113.87,29-11-2025,10.64815616,290,1,Very High,2025,November,Saturday,4,29
CONV00822,U1470,41609.66,14-08-2025,10.63611166,308,1,Very High,2025,August,Thursday,3,14
CONV00823,U5614,35533.83,30-11-2025,10.47826862,580,1,Very High,2025,November,Sunday,4,30
