User_id,Channel,Interaction_date,Campaign_id
U7283,YouTube Ads,01/22/2025,CMP1969
U3454,Instagram Ads,06/28/2025,CMP7510
U5559,Email Marketing,08/24/2025,CMP2859
U9927,LinkedIn Ads,12-04-2025,CMP4964
U5704,Instagram Ads,10/27/2025,CMP8609
U8183,Email Marketing,12/14/2025,CMP0484
U1055,Google Ads,02-01-2025,CMP3877
U2852,LinkedIn Ads,06/14/2025,CMP1195
U4688,YouTube Ads,04/26/2025,CMP9401
U1577,Facebook Ads,04/15/2025,CMP8660
U3037,LinkedIn Ads,12/16/2025,CMP5892
U5769,Facebook Ads,07-02-2025,CMP8130
U9325,LinkedIn Ads,02-10-2025,CMP1101
U0370,LinkedIn Ads,04/25/2025,CMP1933
U3956,Google Ads,09/23/2025,CMP5864
U0492,YouTube Ads,01/17/2025,CMP0929
U1022,Facebook Ads,05-01-2025,CMP0974
U9801,Email Marketing,11-10-2025,CMP9995
U8317,Instagram Ads,04/26/2025,CMP2122
U8753,Google Ads,11-08-2025,CMP3732
U2052,LinkedIn Ads,08-09-2025,CMP9053
U7153,Google Ads,01/30/2025,CMP7176
U4095,LinkedIn Ads,01/30/2025,CMP3722
U4791,Google Ads,03-08-2025,CMP4631
U5849,Google Ads,04/23/2025,CMP1259
U5225,Instagram Ads,12/24/2025,CMP9035
U2247,Email Marketing,09/24/2025,CMP6732
U7214,Instagram Ads,11/29/2025,CMP2012
U0979,Instagram Ads,05/23/2025,CMP0554
U3022,LinkedIn Ads,12-04-2025,CMP6269
U4302,YouTube Ads,10/30/2025,CMP0513
U6359,LinkedIn Ads,12/14/2025,CMP7112
U4262,LinkedIn Ads,03/25/2025,CMP7595
U1402,Facebook Ads,05-08-2025,CMP3904
U9962,YouTube Ads,01-07-2025,CMP0633
U7643,Facebook Ads,01/19/2025,CMP4334
U9035,LinkedIn Ads,06-10-2025,CMP3570
U2407,Instagram Ads,11/13/2025,CMP4525
U5200,Facebook Ads,01/22/2025,CMP0631
U8855,Instagram Ads,01/23/2025,CMP4245
U5338,LinkedIn Ads,10/20/2025,CMP8306
U9945,Email Marketing,07-04-2025,CMP1170
U4766,Instagram Ads,03/18/2025,CMP7712
U5637,YouTube Ads,04/21/2025,CMP5130
U9264,LinkedIn Ads,09/15/2025,CMP2459
U9947,Email Marketing,08/30/2025,CMP8831
U3983,Facebook Ads,07-05-2025,CMP4411
U9183,LinkedIn Ads,09/16/2025,CMP3950
U8809,Facebook Ads,05-06-2025,CMP9916
U6693,Instagram Ads,08-04-2025,CMP9922
U4316,Facebook Ads,10-11-2025,CMP3246
U2169,Google Ads,09/21/2025,CMP2071
U1951,Facebook Ads,06/22/2025,CMP5806
U7369,Google Ads,08-12-2025,CMP0742
U1373,Email Marketing,03/19/2025,CMP3006
U4577,LinkedIn Ads,02/19/2025,CMP7431
U4674,YouTube Ads,06/15/2025,CMP9243
U9424,Google Ads,11-12-2025,CMP2347
U4727,Instagram Ads,05/13/2025,CMP1943
U2767,Facebook Ads,01/15/2025,CMP4566
U6055,YouTube Ads,04/15/2025,CMP8845
U1966,Facebook Ads,08/16/2025,CMP8535
U3645,Instagram Ads,02-08-2025,CMP2242
U5158,Email Marketing,01/20/2025,CMP7430
U0584,Instagram Ads,11/21/2025,CMP8541
U7939,Facebook Ads,04-06-2025,CMP6164
U8040,YouTube Ads,10/13/2025,CMP1454
U3846,Email Marketing,11/23/2025,CMP6852
U6426,Instagram Ads,11-03-2025,CMP2951
U4054,Google Ads,12-06-2025,CMP3587
U2099,Email Marketing,09-05-2025,CMP5225
U0997,Instagram Ads,10/15/2025,CMP0475
U4397,LinkedIn Ads,09-06-2025,CMP6413
U8783,Instagram Ads,04/16/2025,CMP0748
U6213,Facebook Ads,02/16/2025,CMP5402
U8774,Google Ads,04-12-2025,CMP9059
U9060,Instagram Ads,05-08-2025,CMP3758
U2572,Google Ads,05/25/2025,CMP8628
U6566,Google Ads,03-09-2025,CMP4052
U0331,Google Ads,01-08-2025,CMP1254
U9924,Google Ads,06-09-2025,CMP2488
U9441,Instagram Ads,08/30/2025,CMP4951
U8737,YouTube Ads,09/17/2025,CMP6658
U9468,Instagram Ads,01/13/2025,CMP6450
U1371,YouTube Ads,02/18/2025,CMP7812
U7759,YouTube Ads,09/25/2025,CMP8026
U2468,LinkedIn Ads,01/19/2025,CMP0966
U8939,Instagram Ads,09/13/2025,CMP0092
U1722,YouTube Ads,08-06-2025,CMP7914
U7170,Facebook Ads,02/28/2025,CMP0224
U6544,LinkedIn Ads,01-05-2025,CMP8595
U2319,YouTube Ads,05/29/2025,CMP4442
U5410,YouTube Ads,03-11-2025,CMP6083
U0092,Instagram Ads,06-09-2025,CMP0161
U9740,LinkedIn Ads,03/22/2025,CMP8811
U4657,Instagram Ads,08-07-2025,CMP3704
U1270,Instagram Ads,10/31/2025,CMP6608
U9623,Instagram Ads,11/27/2025,CMP2922
U7757,YouTube Ads,04/18/2025,CMP9703
U5298,YouTube Ads,02-09-2025,CMP1497
U3945,Email Marketing,10/14/2025,CMP6970
U3505,Instagram Ads,03/27/2025,CMP7774
U1971,YouTube Ads,10/13/2025,CMP7164
U9172,LinkedIn Ads,04-08-2025,CMP5992
U9605,Facebook Ads,06-08-2025,CMP0175
U4505,YouTube Ads,11/25/2025,CMP4158
U7714,Instagram Ads,11-08-2025,CMP4146
U2899,Google Ads,03-09-2025,CMP8939
U4547,LinkedIn Ads,04-10-2025,CMP0919
U6606,Email Marketing,08-02-2025,CMP5186
U0730,Facebook Ads,05/22/2025,CMP8217
U5746,Email Marketing,03-02-2025,CMP2834
U2991,YouTube Ads,02/14/2025,CMP1411
U1332,Facebook Ads,05-07-2025,CMP0330
U4704,Email Marketing,04-02-2025,CMP3131
U4250,Facebook Ads,12/24/2025,CMP3703
U2794,Instagram Ads,01/19/2025,CMP9482
U4730,Email Marketing,04/17/2025,CMP3452
U7663,Google Ads,05/14/2025,CMP4407
U9237,LinkedIn Ads,07/13/2025,CMP3055
U5484,Email Marketing,06/22/2025,CMP1714
U7193,Instagram Ads,11-12-2025,CMP5866
U5536,LinkedIn Ads,09-05-2025,CMP6543
U9462,YouTube Ads,07/25/2025,CMP3839
U2287,YouTube Ads,03-08-2025,CMP4925
U2709,Instagram Ads,08/24/2025,CMP1482
U7153,Instagram Ads,02/16/2025,CMP2820
U9009,Google Ads,12/18/2025,CMP6132
U6351,LinkedIn Ads,03-07-2025,CMP6166
U1175,Instagram Ads,06/27/2025,CMP5360
U5936,Facebook Ads,06/24/2025,CMP0441
U0725,Google Ads,04/19/2025,CMP6524
U7876,LinkedIn Ads,01/18/2025,CMP2948
U6627,Google Ads,01-07-2025,CMP8477
U6582,Email Marketing,08-05-2025,CMP6292
U5490,YouTube Ads,10-01-2025,CMP1900
U9670,LinkedIn Ads,05/13/2025,CMP8712
U8022,LinkedIn Ads,08/24/2025,CMP7455
U8893,Instagram Ads,05/17/2025,CMP6051
U5854,Instagram Ads,01/19/2025,CMP7320
U8085,YouTube Ads,08-09-2025,CMP1378
U5351,Email Marketing,07-10-2025,CMP4000
U4948,LinkedIn Ads,08-05-2025,CMP1657
U1908,Email Marketing,04-09-2025,CMP4209
U9394,YouTube Ads,08/31/2025,CMP8423
U2970,Instagram Ads,12/14/2025,CMP3043
U9816,LinkedIn Ads,11/22/2025,CMP0307
U9984,Facebook Ads,08/24/2025,CMP5319
U5238,LinkedIn Ads,06/27/2025,CMP8872
U4190,Facebook Ads,07/26/2025,CMP8176
U3401,Email Marketing,09/29/2025,CMP1288
U2732,Email Marketing,11/16/2025,CMP7398
U6149,Instagram Ads,10-03-2025,CMP0384
U9352,Google Ads,05/29/2025,CMP2024
U9819,YouTube Ads,05/23/2025,CMP6572
U8108,YouTube Ads,08/26/2025,CMP5207
U7603,LinkedIn Ads,12-02-2025,CMP2911
U0476,Email Marketing,11/13/2025,CMP9506
U5326,YouTube Ads,11-09-2025,CMP1320
U6379,Instagram Ads,10-10-2025,CMP1491
U3274,LinkedIn Ads,06/15/2025,CMP2645
U7269,YouTube Ads,05-04-2025,CMP3392
U0113,Instagram Ads,01/17/2025,CMP9897
U1983,LinkedIn Ads,11-07-2025,CMP7704
U5954,Email Marketing,07/24/2025,CMP7878
U9500,LinkedIn Ads,02/27/2025,CMP7210
U1592,Facebook Ads,06/18/2025,CMP5568
U5418,Facebook Ads,08/19/2025,CMP8054
U9234,Facebook Ads,07-05-2025,CMP0586
U4832,YouTube Ads,03/21/2025,CMP2594
U3468,Instagram Ads,10/26/2025,CMP9953
U6650,Email Marketing,09-02-2025,CMP5967
U7951,YouTube Ads,11/28/2025,CMP2554
U3383,LinkedIn Ads,04/25/2025,CMP7930
U0200,Email Marketing,09/26/2025,CMP1960
U1101,LinkedIn Ads,05/19/2025,CMP0539
U4196,Google Ads,04-04-2025,CMP1302
U4355,Email Marketing,10-10-2025,CMP3742
U3997,Facebook Ads,10/27/2025,CMP1044
U7241,Instagram Ads,02-12-2025,CMP0837
U7042,YouTube Ads,02/27/2025,CMP3523
U6672,YouTube Ads,11-04-2025,CMP3192
U4329,LinkedIn Ads,09/30/2025,CMP8312
U7989,Instagram Ads,01-04-2025,CMP8243
U4992,Facebook Ads,02/18/2025,CMP8123
U8222,Facebook Ads,06-06-2025,CMP2993
U2563,YouTube Ads,04-09-2025,CMP4917
U9753,Email Marketing,08-02-2025,CMP9997
U5167,Instagram Ads,08/19/2025,CMP7733
U2293,Google Ads,08/22/2025,CMP6835
U0388,Email Marketing,06/14/2025,CMP3418
U4489,Email Marketing,02/24/2025,CMP9175
U6391,Email Marketing,12/19/2025,CMP7860
U4523,LinkedIn Ads,10-03-2025,CMP9603
U2487,Facebook Ads,03/19/2025,CMP7731
U4272,LinkedIn Ads,10/13/2025,CMP1442
U7305,Google Ads,04/20/2025,CMP2302
U2299,Instagram Ads,03-03-2025,CMP5935
U6120,Google Ads,01-09-2025,CMP7969
U1100,Instagram Ads,02-08-2025,CMP8262
U9404,YouTube Ads,08/28/2025,CMP1841
U5414,Email Marketing,02-07-2025,CMP1198
U9417,Email Marketing,05/31/2025,CMP8647
U9575,Facebook Ads,12-12-2025,CMP0140
U3378,YouTube Ads,06-07-2025,CMP3283
U5167,Facebook Ads,04/28/2025,CMP0647
U2250,Instagram Ads,08/14/2025,CMP6952
U7186,Email Marketing,07/24/2025,CMP7274
U1994,Google Ads,03/25/2025,CMP2043
U8306,Instagram Ads,07-04-2025,CMP9910
U1640,Google Ads,07-01-2025,CMP7487
U7723,Facebook Ads,01-09-2025,CMP4927
U8498,Facebook Ads,03/21/2025,CMP0744
U6798,YouTube Ads,03/22/2025,CMP1003
U2661,Email Marketing,01/16/2025,CMP2481
U5433,Instagram Ads,01/15/2025,CMP6115
U2782,Google Ads,03/22/2025,CMP6680
U6801,LinkedIn Ads,10-02-2025,CMP1510
U2101,Instagram Ads,06/15/2025,CMP0012
U3216,LinkedIn Ads,03-06-2025,CMP1580
U4626,Facebook Ads,11-11-2025,CMP2337
U8469,Instagram Ads,10/23/2025,CMP4934
U6309,Instagram Ads,11/20/2025,CMP6915
U2653,Facebook Ads,07/23/2025,CMP0235
U7426,Facebook Ads,11/15/2025,CMP5635
U4183,Email Marketing,06/24/2025,CMP4577
U6989,Email Marketing,11/25/2025,CMP1582
U5696,Google Ads,06-07-2025,CMP7495
U3193,YouTube Ads,03/14/2025,CMP1360
U8603,YouTube Ads,01/25/2025,CMP5799
U3708,Facebook Ads,03/19/2025,CMP8698
U6902,Google Ads,09-01-2025,CMP4562
U5106,Google Ads,04/17/2025,CMP4916
U3973,LinkedIn Ads,07/20/2025,CMP0971
U2301,Facebook Ads,07/25/2025,CMP3169
U0177,Facebook Ads,11/23/2025,CMP2488
U8868,LinkedIn Ads,11-09-2025,CMP9805
U1849,Instagram Ads,11/17/2025,CMP5594
U9815,Instagram Ads,07-05-2025,CMP7984
U4520,LinkedIn Ads,05-09-2025,CMP7086
U3978,Instagram Ads,10/27/2025,CMP4117
U6158,Google Ads,11-07-2025,CMP4355
U1616,YouTube Ads,10/22/2025,CMP0690
U5691,YouTube Ads,11/28/2025,CMP5910
U0421,Google Ads,04/21/2025,CMP8565
U7482,Google Ads,05-10-2025,CMP5390
U4312,Instagram Ads,03/24/2025,CMP4075
U8190,Email Marketing,02/15/2025,CMP5274
U6653,Instagram Ads,06-10-2025,CMP3729
U5522,Facebook Ads,08/13/2025,CMP6271
U9183,Google Ads,06-01-2025,CMP5289
U6630,Facebook Ads,05/15/2025,CMP1245
U9341,Facebook Ads,02-12-2025,CMP6501
U3588,YouTube Ads,05-06-2025,CMP4029
U7918,Google Ads,08/13/2025,CMP2382
U9429,LinkedIn Ads,07/18/2025,CMP3150
U5246,LinkedIn Ads,10-04-2025,CMP4319
U1584,Email Marketing,09/17/2025,CMP5271
U9078,Facebook Ads,04/25/2025,CMP9898
U2808,YouTube Ads,01-12-2025,CMP7541
U1072,LinkedIn Ads,05/22/2025,CMP5696
U6493,Email Marketing,04/21/2025,CMP0452
U6671,Instagram Ads,03/15/2025,CMP4992
U1961,YouTube Ads,02-06-2025,CMP0112
U2970,Email Marketing,01/16/2025,CMP2642
U6348,Google Ads,07/28/2025,CMP5437
U7052,Facebook Ads,05-10-2025,CMP5625
U8584,Facebook Ads,05-12-2025,CMP3287
U0207,Email Marketing,01-03-2025,CMP0970
U8163,YouTube Ads,04-04-2025,CMP9308
U2909,YouTube Ads,09/17/2025,CMP2535
U1766,YouTube Ads,06/28/2025,CMP0636
U5528,LinkedIn Ads,08/21/2025,CMP1634
U2317,Google Ads,05-03-2025,CMP7339
U1619,Google Ads,09/24/2025,CMP5871
U8952,YouTube Ads,11/26/2025,CMP8640
U1350,Instagram Ads,09-09-2025,CMP3245
U0904,YouTube Ads,09/28/2025,CMP7932
U0786,Email Marketing,10-01-2025,CMP9626
U7108,Instagram Ads,09/18/2025,CMP3085
U5248,Facebook Ads,02-07-2025,CMP0733
U4759,Google Ads,01-03-2025,CMP0256
U0734,Facebook Ads,03/21/2025,CMP5420
U4467,LinkedIn Ads,07/29/2025,CMP4231
U6480,Instagram Ads,01/22/2025,CMP6179
U1090,Google Ads,04-04-2025,CMP3654
U4665,Email Marketing,10/19/2025,CMP4203
U8491,Google Ads,01/19/2025,CMP3312
U3961,LinkedIn Ads,08-12-2025,CMP0624
U3448,YouTube Ads,06-12-2025,CMP7243
U0925,Instagram Ads,07/20/2025,CMP5593
U0415,Facebook Ads,08/14/2025,CMP1043
U0930,YouTube Ads,02/27/2025,CMP4716
U6069,YouTube Ads,01/20/2025,CMP0287
U9289,LinkedIn Ads,03-03-2025,CMP0097
U9364,Google Ads,11/27/2025,CMP8939
U5655,Email Marketing,11/22/2025,CMP7368
U2857,YouTube Ads,07/18/2025,CMP7442
U8872,LinkedIn Ads,04/27/2025,CMP0344
U7273,LinkedIn Ads,07/18/2025,CMP3410
U3129,Facebook Ads,10/19/2025,CMP6536
U6141,LinkedIn Ads,11/26/2025,CMP5955
U6753,YouTube Ads,01/27/2025,CMP1781
U0391,Email Marketing,12/22/2025,CMP2568
U3241,Email Marketing,03/19/2025,CMP4479
U1405,LinkedIn Ads,01-11-2025,CMP2140
U3490,Google Ads,06-07-2025,CMP5432
U4969,LinkedIn Ads,02/21/2025,CMP9560
U2594,LinkedIn Ads,10/15/2025,CMP2675
U0646,Google Ads,03-11-2025,CMP4087
U9371,YouTube Ads,04-04-2025,CMP0327
U2904,Instagram Ads,03-11-2025,CMP9287
U4790,Google Ads,12/31/2025,CMP2450
U4141,Google Ads,04-09-2025,CMP8106
U5024,LinkedIn Ads,05/15/2025,CMP0385
U0175,Email Marketing,10/21/2025,CMP7506
U6147,LinkedIn Ads,06/21/2025,CMP7703
U4286,LinkedIn Ads,10-10-2025,CMP6956
U0377,Email Marketing,03-07-2025,CMP7371
U1236,Facebook Ads,01-05-2025,CMP1065
U5422,Facebook Ads,12-07-2025,CMP1154
U0063,Facebook Ads,08-10-2025,CMP2273
U8116,LinkedIn Ads,11-06-2025,CMP1302
U2882,Google Ads,04-12-2025,CMP9697
U3065,Email Marketing,06/14/2025,CMP3103
U3576,Instagram Ads,08-07-2025,CMP9705
U1060,Google Ads,02-01-2025,CMP8693
U0197,YouTube Ads,12-12-2025,CMP0990
U7386,Email Marketing,07-03-2025,CMP5923
U0700,LinkedIn Ads,12/20/2025,CMP4920
U6318,LinkedIn Ads,08-03-2025,CMP5315
U2831,Email Marketing,03/19/2025,CMP6250
U8149,LinkedIn Ads,07/20/2025,CMP6411
U7092,Instagram Ads,08-11-2025,CMP9001
U4741,Google Ads,03/14/2025,CMP5790
U2599,LinkedIn Ads,06/23/2025,CMP3546
U2100,YouTube Ads,07-09-2025,CMP1997
U3825,LinkedIn Ads,06-10-2025,CMP6063
U5273,YouTube Ads,11/20/2025,CMP4597
U5136,Facebook Ads,09/19/2025,CMP9985
U1097,Google Ads,08/19/2025,CMP5270
U7762,Email Marketing,05-07-2025,CMP4526
U5148,YouTube Ads,11-06-2025,CMP7907
U3194,YouTube Ads,09/26/2025,CMP3084
U4852,Email Marketing,01/13/2025,CMP6931
U9098,Instagram Ads,03/22/2025,CMP1290
U4666,LinkedIn Ads,03/25/2025,CMP4482
U6145,Google Ads,10-09-2025,CMP2031
U9268,Facebook Ads,10/19/2025,CMP6481
U1676,LinkedIn Ads,09/25/2025,CMP2161
U8069,Instagram Ads,07/25/2025,CMP5904
U2607,Email Marketing,03-01-2025,CMP6488
U7843,Google Ads,01/22/2025,CMP9138
U6485,Facebook Ads,01-10-2025,CMP2501
U3422,YouTube Ads,04/28/2025,CMP6799
U6508,YouTube Ads,04/19/2025,CMP1321
U3303,Instagram Ads,11-08-2025,CMP4611
U7300,LinkedIn Ads,11-05-2025,CMP4266
U3369,Facebook Ads,04/13/2025,CMP3353
U3766,YouTube Ads,10/18/2025,CMP3512
U5364,Facebook Ads,08/23/2025,CMP0203
U4072,LinkedIn Ads,02-09-2025,CMP8056
U4972,YouTube Ads,08/16/2025,CMP0512
U6109,Google Ads,02-08-2025,CMP1594
U1972,Google Ads,11/22/2025,CMP0574
U7459,Facebook Ads,10/24/2025,CMP7808
U1068,LinkedIn Ads,07/23/2025,CMP9228
U0722,LinkedIn Ads,12-03-2025,CMP7086
U4456,Email Marketing,04-07-2025,CMP4614
U3794,YouTube Ads,01/25/2025,CMP0723
U9028,LinkedIn Ads,10-04-2025,CMP7476
U4792,Facebook Ads,03/17/2025,CMP6669
U2256,LinkedIn Ads,06/20/2025,CMP8885
U2377,Email Marketing,11-03-2025,CMP8835
U6494,YouTube Ads,02-11-2025,CMP2613
U9019,Google Ads,12-07-2025,CMP8913
U8986,LinkedIn Ads,07/22/2025,CMP5487
U7433,Instagram Ads,03/21/2025,CMP9454
U5023,YouTube Ads,05-04-2025,CMP0010
U3393,Facebook Ads,04-06-2025,CMP1583
U4919,LinkedIn Ads,06/25/2025,CMP1949
U8192,LinkedIn Ads,06/13/2025,CMP9662
U5752,YouTube Ads,12/17/2025,CMP6288
U4021,Google Ads,11/20/2025,CMP7987
U7393,YouTube Ads,04/21/2025,CMP3955
U1133,YouTube Ads,09/15/2025,CMP2104
U8467,YouTube Ads,09-09-2025,CMP6360
U2537,Google Ads,02-09-2025,CMP2667
U4953,Email Marketing,04-04-2025,CMP6346
U1664,Facebook Ads,03/26/2025,CMP8084
U7045,YouTube Ads,01-11-2025,CMP9916
U9131,Google Ads,12/26/2025,CMP8905
U1983,LinkedIn Ads,01/13/2025,CMP5860
U1095,LinkedIn Ads,12-03-2025,CMP3220
U6402,Facebook Ads,01-06-2025,CMP0652
U4970,YouTube Ads,03-12-2025,CMP1848
U1623,Facebook Ads,03/30/2025,CMP3499
U1115,Facebook Ads,09-02-2025,CMP1162
U0978,Email Marketing,08-10-2025,CMP6775
U3682,Facebook Ads,03-07-2025,CMP0454
U4713,Email Marketing,09-12-2025,CMP6661
U6055,YouTube Ads,05/23/2025,CMP1087
U7700,Instagram Ads,09/19/2025,CMP5595
U9405,Email Marketing,03-12-2025,CMP9660
U4395,YouTube Ads,05/19/2025,CMP5611
U3144,Facebook Ads,06/21/2025,CMP5312
U4834,LinkedIn Ads,04-08-2025,CMP9794
U1921,Instagram Ads,05/30/2025,CMP9059
U7936,Facebook Ads,05/19/2025,CMP5528
U9023,YouTube Ads,07/21/2025,CMP4174
U8375,LinkedIn Ads,10/18/2025,CMP4175
U1957,YouTube Ads,03/13/2025,CMP8021
U4398,Google Ads,03-07-2025,CMP0893
U4542,Google Ads,05/26/2025,CMP3357
U2486,YouTube Ads,01-12-2025,CMP9891
U1494,LinkedIn Ads,10/20/2025,CMP2816
U3966,Google Ads,08/24/2025,CMP7967
U7131,Instagram Ads,10/24/2025,CMP3611
U2464,Google Ads,07/16/2025,CMP3805
U5609,Facebook Ads,06/14/2025,CMP4452
U9847,YouTube Ads,12/24/2025,CMP7245
U4763,Facebook Ads,04/29/2025,CMP3394
U7410,Email Marketing,01-12-2025,CMP0398
U7166,LinkedIn Ads,05-11-2025,CMP0336
U8474,LinkedIn Ads,11-03-2025,CMP4258
U2602,Instagram Ads,02/17/2025,CMP6250
U7142,YouTube Ads,05/23/2025,CMP1299
U2883,Google Ads,05/28/2025,CMP8529
U1104,Facebook Ads,02/21/2025,CMP2752
U2503,LinkedIn Ads,10-01-2025,CMP2034
U0932,Instagram Ads,07/21/2025,CMP2815
U7577,Facebook Ads,05-06-2025,CMP2168
U2227,Facebook Ads,01-01-2025,CMP4067
U7646,YouTube Ads,11/28/2025,CMP6472
U2069,Instagram Ads,01/19/2025,CMP6639
U4908,Google Ads,07-11-2025,CMP4890
U9674,Facebook Ads,03/13/2025,CMP0263
U7641,Google Ads,12/31/2025,CMP2332
U1660,LinkedIn Ads,06-01-2025,CMP2137
U8398,Email Marketing,10-10-2025,CMP6334
U2719,Google Ads,01-06-2025,CMP7856
U6083,Google Ads,01/13/2025,CMP4418
U8471,Instagram Ads,10/27/2025,CMP7542
U8290,YouTube Ads,02-04-2025,CMP7101
U1527,Email Marketing,11-12-2025,CMP7207
U3173,Instagram Ads,08-02-2025,CMP0722
U7908,Google Ads,02-03-2025,CMP3451
U6097,Google Ads,08/29/2025,CMP8086
U9663,Email Marketing,09/24/2025,CMP5417
U8337,Facebook Ads,06-03-2025,CMP4019
U3664,Instagram Ads,04/23/2025,CMP9695
U6870,Email Marketing,10/18/2025,CMP1616
U7138,Email Marketing,07/27/2025,CMP7884
U6494,Instagram Ads,10/29/2025,CMP5469
U9798,Facebook Ads,06/17/2025,CMP4694
U8072,Google Ads,02/17/2025,CMP1346
U5854,LinkedIn Ads,12-08-2025,CMP0035
U0648,Instagram Ads,11-11-2025,CMP5076
U8620,LinkedIn Ads,02-06-2025,CMP2785
U3667,Instagram Ads,12/19/2025,CMP9932
U5021,Email Marketing,05/31/2025,CMP2668
U2437,Instagram Ads,12/27/2025,CMP3853
U4629,Facebook Ads,06/20/2025,CMP1929
U9046,LinkedIn Ads,10/28/2025,CMP7891
U5654,Email Marketing,02-03-2025,CMP7754
U5302,LinkedIn Ads,08/19/2025,CMP4132
U4106,Email Marketing,08-01-2025,CMP6920
U4553,Google Ads,04/14/2025,CMP2428
U5525,Email Marketing,01-02-2025,CMP0152
U4481,Facebook Ads,09/29/2025,CMP3305
U8965,LinkedIn Ads,05/29/2025,CMP3223
U7775,Google Ads,08-02-2025,CMP5450
U0635,Instagram Ads,04/28/2025,CMP3784
U3916,Google Ads,07/23/2025,CMP4348
U5017,YouTube Ads,11-04-2025,CMP4484
U6374,YouTube Ads,10/15/2025,CMP3497
U4024,Google Ads,09-03-2025,CMP3282
U2652,Facebook Ads,08-07-2025,CMP4231
U1249,Instagram Ads,03/21/2025,CMP4732
U5531,Google Ads,03-04-2025,CMP3925
U1365,YouTube Ads,07-02-2025,CMP7624
U1416,YouTube Ads,02-02-2025,CMP3102
U5574,Facebook Ads,07/19/2025,CMP8763
U9607,Facebook Ads,12/24/2025,CMP6594
U3263,YouTube Ads,01/22/2025,CMP8100
U0122,Google Ads,06-11-2025,CMP5824
U7757,YouTube Ads,09-11-2025,CMP9743
U6974,YouTube Ads,05/31/2025,CMP1963
U2508,Email Marketing,05/24/2025,CMP4919
U6667,Instagram Ads,01-12-2025,CMP8700
U5940,Facebook Ads,02/28/2025,CMP1525
U3794,Facebook Ads,01/26/2025,CMP2028
U8947,Google Ads,06-02-2025,CMP8869
U4409,Google Ads,01/27/2025,CMP6614
U6652,Google Ads,10-05-2025,CMP9639
U9323,Facebook Ads,12/25/2025,CMP9195
U8351,Email Marketing,05-03-2025,CMP3579
U0973,YouTube Ads,08-09-2025,CMP4478
U6743,Instagram Ads,10/24/2025,CMP8648
U0024,Email Marketing,02/28/2025,CMP2043
U4077,YouTube Ads,03-09-2025,CMP2101
U4531,Email Marketing,02/27/2025,CMP0763
U7325,Email Marketing,03/15/2025,CMP1815
U4507,Instagram Ads,08/16/2025,CMP6042
U3978,LinkedIn Ads,09-08-2025,CMP3388
U7517,LinkedIn Ads,09/26/2025,CMP0051
U7754,Facebook Ads,09/29/2025,CMP4706
U4418,LinkedIn Ads,03/24/2025,CMP3676
U8351,Facebook Ads,11/25/2025,CMP0281
U8463,Instagram Ads,06-08-2025,CMP8553
U9109,Facebook Ads,11-11-2025,CMP1756
U5364,Email Marketing,12/20/2025,CMP2998
U4116,Facebook Ads,12/23/2025,CMP7882
U3216,YouTube Ads,05-06-2025,CMP9857
U9215,Facebook Ads,01-09-2025,CMP7724
U8766,Facebook Ads,02-07-2025,CMP2245
U6077,Email Marketing,02/19/2025,CMP7230
U3426,Google Ads,02/17/2025,CMP6704
U0724,Instagram Ads,09-01-2025,CMP1533
U1454,LinkedIn Ads,09/15/2025,CMP0105
U9115,LinkedIn Ads,12/23/2025,CMP0002
U3838,Google Ads,01/24/2025,CMP9367
U3697,Facebook Ads,11/13/2025,CMP3239
U2522,Instagram Ads,12/19/2025,CMP3346
U6888,Google Ads,02/25/2025,CMP6195
U4361,LinkedIn Ads,09/24/2025,CMP2519
U8731,YouTube Ads,12-05-2025,CMP9695
U3509,YouTube Ads,01-11-2025,CMP2821
U2078,LinkedIn Ads,01/28/2025,CMP8773
U2216,YouTube Ads,01/28/2025,CMP1855
U1216,Facebook Ads,05-04-2025,CMP2072
U2922,Google Ads,01/23/2025,CMP8808
U7248,Facebook Ads,02-06-2025,CMP2290
U0491,LinkedIn Ads,01/17/2025,CMP5274
U9599,Email Marketing,02-11-2025,CMP0397
U9911,LinkedIn Ads,01/14/2025,CMP1610
U4750,Email Marketing,05/30/2025,CMP6211
U8557,YouTube Ads,02-09-2025,CMP2424
U8310,YouTube Ads,08-11-2025,CMP8216
U5595,Email Marketing,02/15/2025,CMP0046
U2446,LinkedIn Ads,05/18/2025,CMP2457
U0687,Instagram Ads,10-10-2025,CMP0803
U9147,Facebook Ads,08/24/2025,CMP6664
U2006,Facebook Ads,07/20/2025,CMP8616
U2908,YouTube Ads,10-08-2025,CMP9107
U6549,Facebook Ads,05/18/2025,CMP8449
U9363,YouTube Ads,11/27/2025,CMP6555
U6034,Facebook Ads,09/28/2025,CMP4876
U6388,Google Ads,03/22/2025,CMP4127
U5570,Facebook Ads,10-06-2025,CMP0694
U4585,Email Marketing,05/29/2025,CMP0382
U9111,Google Ads,12/24/2025,CMP8278
U1009,Email Marketing,12-11-2025,CMP5433
U5818,Instagram Ads,04-10-2025,CMP0943
U1476,LinkedIn Ads,02/18/2025,CMP2002
U9721,YouTube Ads,02/16/2025,CMP2028
U6663,LinkedIn Ads,01/18/2025,CMP2208
U6672,LinkedIn Ads,10-10-2025,CMP8273
U9603,Facebook Ads,02/24/2025,CMP0175
U5470,YouTube Ads,08/30/2025,CMP2096
