User_id,Channel,Interaction_date,Campaign_id,Interaction_Day,Interaction_Month
U7319,Google Ads,,CMP1252,,
U6309,Facebook Ads,30-06-2025,CMP4563,Monday,6
U4029,YouTube Ads,16-07-2025,CMP6783,Wednesday,7
U9519,YouTube Ads,,CMP8071,,
U0282,Email Marketing,,CMP3594,,
U4829,Google Ads,24-08-2025,CMP1805,Sunday,8
U1921,Facebook Ads,23-12-2025,CMP6899,Tuesday,12
U1209,Instagram Ads,,CMP6959,,
U6824,Facebook Ads,18-03-2025,CMP5985,Tuesday,3
U7275,Email Marketing,27-11-2025,CMP8642,Thursday,11
U6495,Email Marketing,,CMP0984,,
U2570,YouTube Ads,20-05-2025,CMP4228,Tuesday,5
U6428,Email Marketing,,CMP2051,,
U0896,LinkedIn Ads,,CMP7675,,
U2667,Google Ads,,CMP1711,,
U3938,Facebook Ads,18-05-2025,CMP5065,Sunday,5
U0139,Google Ads,,CMP7927,,
U5429,Email Marketing,28-07-2025,CMP6401,Monday,7
U0613,Google Ads,29-05-2025,CMP2461,Thursday,5
U2308,Email Marketing,24-03-2025,CMP1529,Monday,3
U7060,Instagram Ads,21-01-2025,CMP8574,Tuesday,1
U8152,YouTube Ads,19-02-2025,CMP3422,Wednesday,2
U4844,Google Ads,24-03-2025,CMP8965,Monday,3
U4195,Google Ads,15-08-2025,CMP1462,Friday,8
U6702,LinkedIn Ads,14-11-2025,CMP9319,Friday,11
U0700,Instagram Ads,14-11-2025,CMP5139,Friday,11
U9342,Google Ads,24-07-2025,CMP9189,Thursday,7
U1788,Instagram Ads,13-02-2025,CMP1532,Thursday,2
U5611,LinkedIn Ads,,CMP6504,,
U2385,Instagram Ads,24-11-2025,CMP1874,Monday,11
U0887,Google Ads,19-04-2025,CMP6231,Saturday,4
U6637,Email Marketing,,CMP4130,,
U0881,YouTube Ads,17-02-2025,CMP6877,Monday,2
U2633,Facebook Ads,23-12-2025,CMP2696,Tuesday,12
U1275,Google Ads,,CMP6376,,
U5185,Google Ads,28-02-2025,CMP5186,Friday,2
U1597,LinkedIn Ads,19-01-2025,CMP0061,Sunday,1
U3132,Facebook Ads,14-12-2025,CMP8948,Sunday,12
U8178,Instagram Ads,29-11-2025,CMP0266,Saturday,11
U7518,LinkedIn Ads,,CMP8888,,
U7168,LinkedIn Ads,21-11-2025,CMP8893,Friday,11
U6739,Google Ads,23-02-2025,CMP1626,Sunday,2
U4750,Google Ads,,CMP8925,,
U7602,Google Ads,31-07-2025,CMP6244,Thursday,7
U4334,Instagram Ads,,CMP0125,,
U8503,Google Ads,,CMP6793,,
U6445,Facebook Ads,27-01-2025,CMP7046,Monday,1
U2596,Email Marketing,,CMP6397,,
U4264,Google Ads,,CMP8262,,
U8908,LinkedIn Ads,,CMP0421,,
U3634,LinkedIn Ads,,CMP2139,,
U0380,Instagram Ads,23-11-2025,CMP6195,Sunday,11
U1521,Google Ads,,CMP9764,,
U1206,LinkedIn Ads,,CMP3408,,
U4895,Instagram Ads,,CMP6149,,
U9831,Google Ads,,CMP0516,,
U8385,Facebook Ads,20-03-2025,CMP1993,Thursday,3
U2074,Google Ads,18-05-2025,CMP3555,Sunday,5
U7145,Email Marketing,20-09-2025,CMP5711,Saturday,9
U9563,Email Marketing,28-10-2025,CMP3243,Tuesday,10
U5223,LinkedIn Ads,15-11-2025,CMP7993,Saturday,11
U8379,Instagram Ads,,CMP9293,,
U7036,Instagram Ads,,CMP8692,,
U0179,Instagram Ads,18-06-2025,CMP6090,Wednesday,6
U8639,YouTube Ads,22-04-2025,CMP3812,Tuesday,4
U5207,YouTube Ads,13-06-2025,CMP1226,Friday,6
U2804,Google Ads,,CMP8170,,
U0077,Instagram Ads,25-08-2025,CMP0349,Monday,8
U1138,YouTube Ads,29-08-2025,CMP0607,Friday,8
U5132,Instagram Ads,,CMP4932,,
U1684,LinkedIn Ads,15-01-2025,CMP7448,Wednesday,1
U3132,Instagram Ads,,CMP1723,,
U1230,Instagram Ads,16-05-2025,CMP0861,Friday,5
U7549,Instagram Ads,,CMP6219,,
U8645,LinkedIn Ads,,CMP9571,,
U1357,Email Marketing,30-06-2025,CMP5275,Monday,6
U3482,Email Marketing,,CMP3374,,
U8645,LinkedIn Ads,21-09-2025,CMP3079,Sunday,9
U3585,Email Marketing,,CMP7439,,
U5033,LinkedIn Ads,23-10-2025,CMP3327,Thursday,10
U3065,Email Marketing,17-05-2025,CMP1756,Saturday,5
U3475,Instagram Ads,19-03-2025,CMP5767,Wednesday,3
U6268,LinkedIn Ads,,CMP0871,,
U1789,Instagram Ads,15-12-2025,CMP9733,Monday,12
U1079,Google Ads,30-09-2025,CMP3598,Tuesday,9
U4396,LinkedIn Ads,,CMP6629,,
U3033,Email Marketing,15-09-2025,CMP4719,Monday,9
U7459,Facebook Ads,14-03-2025,CMP3910,Friday,3
U9733,Facebook Ads,30-06-2025,CMP0342,Monday,6
U4763,LinkedIn Ads,27-04-2025,CMP4056,Sunday,4
U8941,Google Ads,,CMP1539,,
U9761,Instagram Ads,,CMP0223,,
U5853,Facebook Ads,,CMP0340,,
U1769,Instagram Ads,21-05-2025,CMP7057,Wednesday,5
U5427,YouTube Ads,20-07-2025,CMP7361,Sunday,7
U2015,Facebook Ads,,CMP5068,,
U2411,Instagram Ads,27-08-2025,CMP5686,Wednesday,8
U4829,Email Marketing,,CMP9145,,
U5772,Google Ads,,CMP9717,,
U2338,YouTube Ads,,CMP4642,,
U6329,Google Ads,,CMP3586,,
U5284,YouTube Ads,24-10-2025,CMP4949,Friday,10
U4872,LinkedIn Ads,18-10-2025,CMP2224,Saturday,10
U8255,Google Ads,17-12-2025,CMP7159,Wednesday,12
U0433,LinkedIn Ads,,CMP7644,,
U8901,Facebook Ads,17-10-2025,CMP4955,Friday,10
U7541,LinkedIn Ads,28-01-2025,CMP2064,Tuesday,1
U7889,Instagram Ads,20-12-2025,CMP1754,Saturday,12
U3360,Email Marketing,22-09-2025,CMP9579,Monday,9
U0106,Facebook Ads,,CMP2235,,
U4051,Facebook Ads,15-04-2025,CMP0001,Tuesday,4
U3016,LinkedIn Ads,,CMP7272,,
U0355,Email Marketing,,CMP7195,,
U4752,YouTube Ads,29-05-2025,CMP2798,Thursday,5
U7602,Email Marketing,,CMP6019,,
U7283,YouTube Ads,22-01-2025,CMP1969,Wednesday,1
U3454,Instagram Ads,28-06-2025,CMP7510,Saturday,6
U5559,Email Marketing,24-08-2025,CMP2859,Sunday,8
U9927,LinkedIn Ads,,CMP4964,,
U5704,Instagram Ads,27-10-2025,CMP8609,Monday,10
U8183,Email Marketing,14-12-2025,CMP0484,Sunday,12
U1055,Google Ads,,CMP3877,,
U2852,LinkedIn Ads,14-06-2025,CMP1195,Saturday,6
U4688,YouTube Ads,26-04-2025,CMP9401,Saturday,4
U1577,Facebook Ads,15-04-2025,CMP8660,Tuesday,4
U3037,LinkedIn Ads,16-12-2025,CMP5892,Tuesday,12
U5769,Facebook Ads,,CMP8130,,
U9325,LinkedIn Ads,,CMP1101,,
U0370,LinkedIn Ads,25-04-2025,CMP1933,Friday,4
U3956,Google Ads,23-09-2025,CMP5864,Tuesday,9
U0492,YouTube Ads,17-01-2025,CMP0929,Friday,1
U1022,Facebook Ads,,CMP0974,,
U9801,Email Marketing,,CMP9995,,
U8317,Instagram Ads,26-04-2025,CMP2122,Saturday,4
U8753,Google Ads,,CMP3732,,
U2052,LinkedIn Ads,,CMP9053,,
U7153,Google Ads,30-01-2025,CMP7176,Thursday,1
U4095,LinkedIn Ads,30-01-2025,CMP3722,Thursday,1
U4791,Google Ads,,CMP4631,,
U5849,Google Ads,23-04-2025,CMP1259,Wednesday,4
U5225,Instagram Ads,24-12-2025,CMP9035,Wednesday,12
U2247,Email Marketing,24-09-2025,CMP6732,Wednesday,9
U7214,Instagram Ads,29-11-2025,CMP2012,Saturday,11
U0979,Instagram Ads,23-05-2025,CMP0554,Friday,5
U3022,LinkedIn Ads,,CMP6269,,
U4302,YouTube Ads,30-10-2025,CMP0513,Thursday,10
U6359,LinkedIn Ads,14-12-2025,CMP7112,Sunday,12
U4262,LinkedIn Ads,25-03-2025,CMP7595,Tuesday,3
U1402,Facebook Ads,,CMP3904,,
U9962,YouTube Ads,,CMP0633,,
U7643,Facebook Ads,19-01-2025,CMP4334,Sunday,1
U9035,LinkedIn Ads,,CMP3570,,
U2407,Instagram Ads,13-11-2025,CMP4525,Thursday,11
U5200,Facebook Ads,22-01-2025,CMP0631,Wednesday,1
U8855,Instagram Ads,23-01-2025,CMP4245,Thursday,1
U5338,LinkedIn Ads,20-10-2025,CMP8306,Monday,10
U9945,Email Marketing,,CMP1170,,
U4766,Instagram Ads,18-03-2025,CMP7712,Tuesday,3
U5637,YouTube Ads,21-04-2025,CMP5130,Monday,4
U9264,LinkedIn Ads,15-09-2025,CMP2459,Monday,9
U9947,Email Marketing,30-08-2025,CMP8831,Saturday,8
U3983,Facebook Ads,,CMP4411,,
U9183,LinkedIn Ads,16-09-2025,CMP3950,Tuesday,9
U8809,Facebook Ads,,CMP9916,,
U6693,Instagram Ads,,CMP9922,,
U4316,Facebook Ads,,CMP3246,,
U2169,Google Ads,21-09-2025,CMP2071,Sunday,9
U1951,Facebook Ads,22-06-2025,CMP5806,Sunday,6
U7369,Google Ads,,CMP0742,,
U1373,Email Marketing,19-03-2025,CMP3006,Wednesday,3
U4577,LinkedIn Ads,19-02-2025,CMP7431,Wednesday,2
U4674,YouTube Ads,15-06-2025,CMP9243,Sunday,6
U9424,Google Ads,,CMP2347,,
U4727,Instagram Ads,13-05-2025,CMP1943,Tuesday,5
U2767,Facebook Ads,15-01-2025,CMP4566,Wednesday,1
U6055,YouTube Ads,15-04-2025,CMP8845,Tuesday,4
U1966,Facebook Ads,16-08-2025,CMP8535,Saturday,8
U3645,Instagram Ads,,CMP2242,,
U5158,Email Marketing,20-01-2025,CMP7430,Monday,1
U0584,Instagram Ads,21-11-2025,CMP8541,Friday,11
U7939,Facebook Ads,,CMP6164,,
U8040,YouTube Ads,13-10-2025,CMP1454,Monday,10
U3846,Email Marketing,23-11-2025,CMP6852,Sunday,11
U6426,Instagram Ads,,CMP2951,,
U4054,Google Ads,,CMP3587,,
U2099,Email Marketing,,CMP5225,,
U0997,Instagram Ads,15-10-2025,CMP0475,Wednesday,10
U4397,LinkedIn Ads,,CMP6413,,
U8783,Instagram Ads,16-04-2025,CMP0748,Wednesday,4
U6213,Facebook Ads,16-02-2025,CMP5402,Sunday,2
U8774,Google Ads,,CMP9059,,
U9060,Instagram Ads,,CMP3758,,
U2572,Google Ads,25-05-2025,CMP8628,Sunday,5
U6566,Google Ads,,CMP4052,,
U0331,Google Ads,,CMP1254,,
U9924,Google Ads,,CMP2488,,
U9441,Instagram Ads,30-08-2025,CMP4951,Saturday,8
U8737,YouTube Ads,17-09-2025,CMP6658,Wednesday,9
U9468,Instagram Ads,13-01-2025,CMP6450,Monday,1
U1371,YouTube Ads,18-02-2025,CMP7812,Tuesday,2
U7759,YouTube Ads,25-09-2025,CMP8026,Thursday,9
U2468,LinkedIn Ads,19-01-2025,CMP0966,Sunday,1
U8939,Instagram Ads,13-09-2025,CMP0092,Saturday,9
U1722,YouTube Ads,,CMP7914,,
U7170,Facebook Ads,28-02-2025,CMP0224,Friday,2
U6544,LinkedIn Ads,,CMP8595,,
U2319,YouTube Ads,29-05-2025,CMP4442,Thursday,5
U5410,YouTube Ads,,CMP6083,,
U0092,Instagram Ads,,CMP0161,,
U9740,LinkedIn Ads,22-03-2025,CMP8811,Saturday,3
U4657,Instagram Ads,,CMP3704,,
U1270,Instagram Ads,31-10-2025,CMP6608,Friday,10
U9623,Instagram Ads,27-11-2025,CMP2922,Thursday,11
U7757,YouTube Ads,18-04-2025,CMP9703,Friday,4
U5298,YouTube Ads,,CMP1497,,
U3945,Email Marketing,14-10-2025,CMP6970,Tuesday,10
U3505,Instagram Ads,27-03-2025,CMP7774,Thursday,3
U1971,YouTube Ads,13-10-2025,CMP7164,Monday,10
U9172,LinkedIn Ads,,CMP5992,,
U9605,Facebook Ads,,CMP0175,,
U4505,YouTube Ads,25-11-2025,CMP4158,Tuesday,11
U7714,Instagram Ads,,CMP4146,,
U2899,Google Ads,,CMP8939,,
U4547,LinkedIn Ads,,CMP0919,,
U6606,Email Marketing,,CMP5186,,
U0730,Facebook Ads,22-05-2025,CMP8217,Thursday,5
U5746,Email Marketing,,CMP2834,,
U2991,YouTube Ads,14-02-2025,CMP1411,Friday,2
U1332,Facebook Ads,,CMP0330,,
U4704,Email Marketing,,CMP3131,,
U4250,Facebook Ads,24-12-2025,CMP3703,Wednesday,12
U2794,Instagram Ads,19-01-2025,CMP9482,Sunday,1
U4730,Email Marketing,17-04-2025,CMP3452,Thursday,4
U7663,Google Ads,14-05-2025,CMP4407,Wednesday,5
U9237,LinkedIn Ads,13-07-2025,CMP3055,Sunday,7
U5484,Email Marketing,22-06-2025,CMP1714,Sunday,6
U7193,Instagram Ads,,CMP5866,,
U5536,LinkedIn Ads,,CMP6543,,
U9462,YouTube Ads,25-07-2025,CMP3839,Friday,7
U2287,YouTube Ads,,CMP4925,,
U2709,Instagram Ads,24-08-2025,CMP1482,Sunday,8
U7153,Instagram Ads,16-02-2025,CMP2820,Sunday,2
U9009,Google Ads,18-12-2025,CMP6132,Thursday,12
U6351,LinkedIn Ads,,CMP6166,,
U1175,Instagram Ads,27-06-2025,CMP5360,Friday,6
U5936,Facebook Ads,24-06-2025,CMP0441,Tuesday,6
U0725,Google Ads,19-04-2025,CMP6524,Saturday,4
U7876,LinkedIn Ads,18-01-2025,CMP2948,Saturday,1
U6627,Google Ads,,CMP8477,,
U6582,Email Marketing,,CMP6292,,
U5490,YouTube Ads,,CMP1900,,
U9670,LinkedIn Ads,13-05-2025,CMP8712,Tuesday,5
U8022,LinkedIn Ads,24-08-2025,CMP7455,Sunday,8
U8893,Instagram Ads,17-05-2025,CMP6051,Saturday,5
U5854,Instagram Ads,19-01-2025,CMP7320,Sunday,1
U8085,YouTube Ads,,CMP1378,,
U5351,Email Marketing,,CMP4000,,
U4948,LinkedIn Ads,,CMP1657,,
U1908,Email Marketing,,CMP4209,,
U9394,YouTube Ads,31-08-2025,CMP8423,Sunday,8
U2970,Instagram Ads,14-12-2025,CMP3043,Sunday,12
U9816,LinkedIn Ads,22-11-2025,CMP0307,Saturday,11
U9984,Facebook Ads,24-08-2025,CMP5319,Sunday,8
U5238,LinkedIn Ads,27-06-2025,CMP8872,Friday,6
U4190,Facebook Ads,26-07-2025,CMP8176,Saturday,7
U3401,Email Marketing,29-09-2025,CMP1288,Monday,9
U2732,Email Marketing,16-11-2025,CMP7398,Sunday,11
U6149,Instagram Ads,,CMP0384,,
U9352,Google Ads,29-05-2025,CMP2024,Thursday,5
U9819,YouTube Ads,23-05-2025,CMP6572,Friday,5
U8108,YouTube Ads,26-08-2025,CMP5207,Tuesday,8
U7603,LinkedIn Ads,,CMP2911,,
U0476,Email Marketing,13-11-2025,CMP9506,Thursday,11
U5326,YouTube Ads,,CMP1320,,
U6379,Instagram Ads,,CMP1491,,
U3274,LinkedIn Ads,15-06-2025,CMP2645,Sunday,6
U7269,YouTube Ads,,CMP3392,,
U0113,Instagram Ads,17-01-2025,CMP9897,Friday,1
U1983,LinkedIn Ads,,CMP7704,,
U5954,Email Marketing,24-07-2025,CMP7878,Thursday,7
U9500,LinkedIn Ads,27-02-2025,CMP7210,Thursday,2
U1592,Facebook Ads,18-06-2025,CMP5568,Wednesday,6
U5418,Facebook Ads,19-08-2025,CMP8054,Tuesday,8
U9234,Facebook Ads,,CMP0586,,
U4832,YouTube Ads,21-03-2025,CMP2594,Friday,3
U3468,Instagram Ads,26-10-2025,CMP9953,Sunday,10
U6650,Email Marketing,,CMP5967,,
U7951,YouTube Ads,28-11-2025,CMP2554,Friday,11
U3383,LinkedIn Ads,25-04-2025,CMP7930,Friday,4
U0200,Email Marketing,26-09-2025,CMP1960,Friday,9
U1101,LinkedIn Ads,19-05-2025,CMP0539,Monday,5
U4196,Google Ads,,CMP1302,,
U4355,Email Marketing,,CMP3742,,
U3997,Facebook Ads,27-10-2025,CMP1044,Monday,10
U7241,Instagram Ads,,CMP0837,,
U7042,YouTube Ads,27-02-2025,CMP3523,Thursday,2
U6672,YouTube Ads,,CMP3192,,
U4329,LinkedIn Ads,30-09-2025,CMP8312,Tuesday,9
U7989,Instagram Ads,,CMP8243,,
U4992,Facebook Ads,18-02-2025,CMP8123,Tuesday,2
U8222,Facebook Ads,,CMP2993,,
U2563,YouTube Ads,,CMP4917,,
U9753,Email Marketing,,CMP9997,,
U5167,Instagram Ads,19-08-2025,CMP7733,Tuesday,8
U2293,Google Ads,22-08-2025,CMP6835,Friday,8
U0388,Email Marketing,14-06-2025,CMP3418,Saturday,6
U4489,Email Marketing,24-02-2025,CMP9175,Monday,2
U6391,Email Marketing,19-12-2025,CMP7860,Friday,12
U4523,LinkedIn Ads,,CMP9603,,
U2487,Facebook Ads,19-03-2025,CMP7731,Wednesday,3
U4272,LinkedIn Ads,13-10-2025,CMP1442,Monday,10
U7305,Google Ads,20-04-2025,CMP2302,Sunday,4
U2299,Instagram Ads,,CMP5935,,
U6120,Google Ads,,CMP7969,,
U1100,Instagram Ads,,CMP8262,,
U9404,YouTube Ads,28-08-2025,CMP1841,Thursday,8
U5414,Email Marketing,,CMP1198,,
U9417,Email Marketing,31-05-2025,CMP8647,Saturday,5
U9575,Facebook Ads,,CMP0140,,
U3378,YouTube Ads,,CMP3283,,
U5167,Facebook Ads,28-04-2025,CMP0647,Monday,4
U2250,Instagram Ads,14-08-2025,CMP6952,Thursday,8
U7186,Email Marketing,24-07-2025,CMP7274,Thursday,7
U1994,Google Ads,25-03-2025,CMP2043,Tuesday,3
U8306,Instagram Ads,,CMP9910,,
U1640,Google Ads,,CMP7487,,
U7723,Facebook Ads,,CMP4927,,
U8498,Facebook Ads,21-03-2025,CMP0744,Friday,3
U6798,YouTube Ads,22-03-2025,CMP1003,Saturday,3
U2661,Email Marketing,16-01-2025,CMP2481,Thursday,1
U5433,Instagram Ads,15-01-2025,CMP6115,Wednesday,1
U2782,Google Ads,22-03-2025,CMP6680,Saturday,3
U6801,LinkedIn Ads,,CMP1510,,
U2101,Instagram Ads,15-06-2025,CMP0012,Sunday,6
U3216,LinkedIn Ads,,CMP1580,,
U4626,Facebook Ads,,CMP2337,,
U8469,Instagram Ads,23-10-2025,CMP4934,Thursday,10
U6309,Instagram Ads,20-11-2025,CMP6915,Thursday,11
U2653,Facebook Ads,23-07-2025,CMP0235,Wednesday,7
U7426,Facebook Ads,15-11-2025,CMP5635,Saturday,11
U4183,Email Marketing,24-06-2025,CMP4577,Tuesday,6
U6989,Email Marketing,25-11-2025,CMP1582,Tuesday,11
U5696,Google Ads,,CMP7495,,
U3193,YouTube Ads,14-03-2025,CMP1360,Friday,3
U8603,YouTube Ads,25-01-2025,CMP5799,Saturday,1
U3708,Facebook Ads,19-03-2025,CMP8698,Wednesday,3
U6902,Google Ads,,CMP4562,,
U5106,Google Ads,17-04-2025,CMP4916,Thursday,4
U3973,LinkedIn Ads,20-07-2025,CMP0971,Sunday,7
U2301,Facebook Ads,25-07-2025,CMP3169,Friday,7
U0177,Facebook Ads,23-11-2025,CMP2488,Sunday,11
U8868,LinkedIn Ads,,CMP9805,,
U1849,Instagram Ads,17-11-2025,CMP5594,Monday,11
U9815,Instagram Ads,,CMP7984,,
U4520,LinkedIn Ads,,CMP7086,,
U3978,Instagram Ads,27-10-2025,CMP4117,Monday,10
U6158,Google Ads,,CMP4355,,
U1616,YouTube Ads,22-10-2025,CMP0690,Wednesday,10
U5691,YouTube Ads,28-11-2025,CMP5910,Friday,11
U0421,Google Ads,21-04-2025,CMP8565,Monday,4
U7482,Google Ads,,CMP5390,,
U4312,Instagram Ads,24-03-2025,CMP4075,Monday,3
U8190,Email Marketing,15-02-2025,CMP5274,Saturday,2
U6653,Instagram Ads,,CMP3729,,
U5522,Facebook Ads,13-08-2025,CMP6271,Wednesday,8
U9183,Google Ads,,CMP5289,,
U6630,Facebook Ads,15-05-2025,CMP1245,Thursday,5
U9341,Facebook Ads,,CMP6501,,
U3588,YouTube Ads,,CMP4029,,
U7918,Google Ads,13-08-2025,CMP2382,Wednesday,8
U9429,LinkedIn Ads,18-07-2025,CMP3150,Friday,7
U5246,LinkedIn Ads,,CMP4319,,
U1584,Email Marketing,17-09-2025,CMP5271,Wednesday,9
U9078,Facebook Ads,25-04-2025,CMP9898,Friday,4
U2808,YouTube Ads,,CMP7541,,
U1072,LinkedIn Ads,22-05-2025,CMP5696,Thursday,5
U6493,Email Marketing,21-04-2025,CMP0452,Monday,4
U6671,Instagram Ads,15-03-2025,CMP4992,Saturday,3
U1961,YouTube Ads,,CMP0112,,
U2970,Email Marketing,16-01-2025,CMP2642,Thursday,1
U6348,Google Ads,28-07-2025,CMP5437,Monday,7
U7052,Facebook Ads,,CMP5625,,
U8584,Facebook Ads,,CMP3287,,
U0207,Email Marketing,,CMP0970,,
U8163,YouTube Ads,,CMP9308,,
U2909,YouTube Ads,17-09-2025,CMP2535,Wednesday,9
U1766,YouTube Ads,28-06-2025,CMP0636,Saturday,6
U5528,LinkedIn Ads,21-08-2025,CMP1634,Thursday,8
U2317,Google Ads,,CMP7339,,
U1619,Google Ads,24-09-2025,CMP5871,Wednesday,9
U8952,YouTube Ads,26-11-2025,CMP8640,Wednesday,11
U1350,Instagram Ads,,CMP3245,,
U0904,YouTube Ads,28-09-2025,CMP7932,Sunday,9
U0786,Email Marketing,,CMP9626,,
U7108,Instagram Ads,18-09-2025,CMP3085,Thursday,9
U5248,Facebook Ads,,CMP0733,,
U4759,Google Ads,,CMP0256,,
U0734,Facebook Ads,21-03-2025,CMP5420,Friday,3
U4467,LinkedIn Ads,29-07-2025,CMP4231,Tuesday,7
U6480,Instagram Ads,22-01-2025,CMP6179,Wednesday,1
U1090,Google Ads,,CMP3654,,
U4665,Email Marketing,19-10-2025,CMP4203,Sunday,10
U8491,Google Ads,19-01-2025,CMP3312,Sunday,1
U3961,LinkedIn Ads,,CMP0624,,
U3448,YouTube Ads,,CMP7243,,
U0925,Instagram Ads,20-07-2025,CMP5593,Sunday,7
U0415,Facebook Ads,14-08-2025,CMP1043,Thursday,8
U0930,YouTube Ads,27-02-2025,CMP4716,Thursday,2
U6069,YouTube Ads,20-01-2025,CMP0287,Monday,1
U9289,LinkedIn Ads,,CMP0097,,
U9364,Google Ads,27-11-2025,CMP8939,Thursday,11
U5655,Email Marketing,22-11-2025,CMP7368,Saturday,11
U2857,YouTube Ads,18-07-2025,CMP7442,Friday,7
U8872,LinkedIn Ads,27-04-2025,CMP0344,Sunday,4
U7273,LinkedIn Ads,18-07-2025,CMP3410,Friday,7
U3129,Facebook Ads,19-10-2025,CMP6536,Sunday,10
U6141,LinkedIn Ads,26-11-2025,CMP5955,Wednesday,11
U6753,YouTube Ads,27-01-2025,CMP1781,Monday,1
U0391,Email Marketing,22-12-2025,CMP2568,Monday,12
U3241,Email Marketing,19-03-2025,CMP4479,Wednesday,3
U1405,LinkedIn Ads,,CMP2140,,
U3490,Google Ads,,CMP5432,,
U4969,LinkedIn Ads,21-02-2025,CMP9560,Friday,2
U2594,LinkedIn Ads,15-10-2025,CMP2675,Wednesday,10
U0646,Google Ads,,CMP4087,,
U9371,YouTube Ads,,CMP0327,,
U2904,Instagram Ads,,CMP9287,,
U4790,Google Ads,31-12-2025,CMP2450,Wednesday,12
U4141,Google Ads,,CMP8106,,
U5024,LinkedIn Ads,15-05-2025,CMP0385,Thursday,5
U0175,Email Marketing,21-10-2025,CMP7506,Tuesday,10
U6147,LinkedIn Ads,21-06-2025,CMP7703,Saturday,6
U4286,LinkedIn Ads,,CMP6956,,
U0377,Email Marketing,,CMP7371,,
U1236,Facebook Ads,,CMP1065,,
U5422,Facebook Ads,,CMP1154,,
U0063,Facebook Ads,,CMP2273,,
U8116,LinkedIn Ads,,CMP1302,,
U2882,Google Ads,,CMP9697,,
U3065,Email Marketing,14-06-2025,CMP3103,Saturday,6
U3576,Instagram Ads,,CMP9705,,
U1060,Google Ads,,CMP8693,,
U0197,YouTube Ads,,CMP0990,,
U7386,Email Marketing,,CMP5923,,
U0700,LinkedIn Ads,20-12-2025,CMP4920,Saturday,12
U6318,LinkedIn Ads,,CMP5315,,
U2831,Email Marketing,19-03-2025,CMP6250,Wednesday,3
U8149,LinkedIn Ads,20-07-2025,CMP6411,Sunday,7
U7092,Instagram Ads,,CMP9001,,
U4741,Google Ads,14-03-2025,CMP5790,Friday,3
U2599,LinkedIn Ads,23-06-2025,CMP3546,Monday,6
U2100,YouTube Ads,,CMP1997,,
U3825,LinkedIn Ads,,CMP6063,,
U5273,YouTube Ads,20-11-2025,CMP4597,Thursday,11
U5136,Facebook Ads,19-09-2025,CMP9985,Friday,9
U1097,Google Ads,19-08-2025,CMP5270,Tuesday,8
U7762,Email Marketing,,CMP4526,,
U5148,YouTube Ads,,CMP7907,,
U3194,YouTube Ads,26-09-2025,CMP3084,Friday,9
U4852,Email Marketing,13-01-2025,CMP6931,Monday,1
U9098,Instagram Ads,22-03-2025,CMP1290,Saturday,3
U4666,LinkedIn Ads,25-03-2025,CMP4482,Tuesday,3
U6145,Google Ads,,CMP2031,,
U9268,Facebook Ads,19-10-2025,CMP6481,Sunday,10
U1676,LinkedIn Ads,25-09-2025,CMP2161,Thursday,9
U8069,Instagram Ads,25-07-2025,CMP5904,Friday,7
U2607,Email Marketing,,CMP6488,,
U7843,Google Ads,22-01-2025,CMP9138,Wednesday,1
U6485,Facebook Ads,,CMP2501,,
U3422,YouTube Ads,28-04-2025,CMP6799,Monday,4
U6508,YouTube Ads,19-04-2025,CMP1321,Saturday,4
U3303,Instagram Ads,,CMP4611,,
U7300,LinkedIn Ads,,CMP4266,,
U3369,Facebook Ads,13-04-2025,CMP3353,Sunday,4
U3766,YouTube Ads,18-10-2025,CMP3512,Saturday,10
U5364,Facebook Ads,23-08-2025,CMP0203,Saturday,8
U4072,LinkedIn Ads,,CMP8056,,
U4972,YouTube Ads,16-08-2025,CMP0512,Saturday,8
U6109,Google Ads,,CMP1594,,
U1972,Google Ads,22-11-2025,CMP0574,Saturday,11
U7459,Facebook Ads,24-10-2025,CMP7808,Friday,10
U1068,LinkedIn Ads,23-07-2025,CMP9228,Wednesday,7
U0722,LinkedIn Ads,,CMP7086,,
U4456,Email Marketing,,CMP4614,,
U3794,YouTube Ads,25-01-2025,CMP0723,Saturday,1
U9028,LinkedIn Ads,,CMP7476,,
U4792,Facebook Ads,17-03-2025,CMP6669,Monday,3
U2256,LinkedIn Ads,20-06-2025,CMP8885,Friday,6
U2377,Email Marketing,,CMP8835,,
U6494,YouTube Ads,,CMP2613,,
U9019,Google Ads,,CMP8913,,
U8986,LinkedIn Ads,22-07-2025,CMP5487,Tuesday,7
U7433,Instagram Ads,21-03-2025,CMP9454,Friday,3
U5023,YouTube Ads,,CMP0010,,
U3393,Facebook Ads,,CMP1583,,
U4919,LinkedIn Ads,25-06-2025,CMP1949,Wednesday,6
U8192,LinkedIn Ads,13-06-2025,CMP9662,Friday,6
U5752,YouTube Ads,17-12-2025,CMP6288,Wednesday,12
U4021,Google Ads,20-11-2025,CMP7987,Thursday,11
U7393,YouTube Ads,21-04-2025,CMP3955,Monday,4
U1133,YouTube Ads,15-09-2025,CMP2104,Monday,9
U8467,YouTube Ads,,CMP6360,,
U2537,Google Ads,,CMP2667,,
U4953,Email Marketing,,CMP6346,,
U1664,Facebook Ads,26-03-2025,CMP8084,Wednesday,3
U7045,YouTube Ads,,CMP9916,,
U9131,Google Ads,26-12-2025,CMP8905,Friday,12
