User_id,Channel,Interaction_date,Campaign_id,Interaction_Day,Interaction_Month,Interaction_Quarter,Is_Weekend
U0600,Instagram Ads,2025-04-17,CMP7763,Thursday,April,2.0,0
U9362,LinkedIn Ads,2025-03-22,CMP3841,Saturday,March,1.0,1
U0675,Instagram Ads,2025-08-27,CMP1377,Wednesday,August,3.0,0
U4474,LinkedIn Ads,2025-07-15,CMP7661,Tuesday,July,3.0,0
U8957,Instagram Ads,2025-11-26,CMP1244,Wednesday,November,4.0,0
U5469,Google Ads,,CMP1613,,,,0
U4279,Facebook Ads,,CMP4497,,,,0
U8400,LinkedIn Ads,2025-03-18,CMP6617,Tuesday,March,1.0,0
U7680,LinkedIn Ads,2025-08-25,CMP3439,Monday,August,3.0,0
U9150,LinkedIn Ads,2025-01-16,CMP3078,Thursday,January,1.0,0
U5568,Email Marketing,2025-04-26,CMP5007,Saturday,April,2.0,1
U2280,Instagram Ads,2025-03-20,CMP8809,Thursday,March,1.0,0
U1044,YouTube Ads,,CMP9959,,,,0
U9059,LinkedIn Ads,,CMP9331,,,,0
U4651,Facebook Ads,2025-04-16,CMP0440,Wednesday,April,2.0,0
U6732,Google Ads,2025-07-20,CMP7450,Sunday,July,3.0,1
U2129,Email Marketing,2025-04-16,CMP7836,Wednesday,April,2.0,0
U3326,Facebook Ads,2025-09-15,CMP7779,Monday,September,3.0,0
U4045,Facebook Ads,2025-09-27,CMP0122,Saturday,September,3.0,1
U7477,LinkedIn Ads,2025-06-27,CMP7540,Friday,June,2.0,0
U7080,YouTube Ads,2025-08-23,CMP6408,Saturday,August,3.0,1
U4486,Google Ads,2025-11-18,CMP9317,Tuesday,November,4.0,0
U1254,LinkedIn Ads,2025-02-23,CMP3560,Sunday,February,1.0,1
U0438,Facebook Ads,,CMP7389,,,,0
U0619,Instagram Ads,,CMP6245,,,,0
U8986,Email Marketing,,CMP5360,,,,0
U1647,Instagram Ads,,CMP7714,,,,0
U7220,Google Ads,,CMP2760,,,,0
U8567,Facebook Ads,2025-11-25,CMP8722,Tuesday,November,4.0,0
U0798,Email Marketing,2025-07-13,CMP6400,Sunday,July,3.0,1
U5524,Facebook Ads,,CMP3909,,,,0
U1765,Email Marketing,2025-06-17,CMP1583,Tuesday,June,2.0,0
U1735,YouTube Ads,,CMP3394,,,,0
U4563,Google Ads,2025-11-29,CMP5182,Saturday,November,4.0,1
U8785,LinkedIn Ads,2025-10-19,CMP3581,Sunday,October,4.0,1
U2178,Email Marketing,2025-06-20,CMP5315,Friday,June,2.0,0
U9586,Email Marketing,2025-08-18,CMP5210,Monday,August,3.0,0
U2033,YouTube Ads,,CMP8249,,,,0
U2485,Google Ads,,CMP1301,,,,0
U0649,LinkedIn Ads,2025-09-24,CMP9799,Wednesday,September,3.0,0
U8837,Facebook Ads,2025-01-28,CMP0389,Tuesday,January,1.0,0
U0100,YouTube Ads,,CMP3645,,,,0
U3349,Facebook Ads,,CMP2319,,,,0
U9927,Facebook Ads,,CMP5104,,,,0
U6525,Instagram Ads,2025-07-13,CMP3300,Sunday,July,3.0,1
U0325,Email Marketing,2025-07-15,CMP9985,Tuesday,July,3.0,0
U4216,YouTube Ads,2025-07-14,CMP4919,Monday,July,3.0,0
U3207,YouTube Ads,2025-03-21,CMP9211,Friday,March,1.0,0
U6293,LinkedIn Ads,,CMP6132,,,,0
U3183,Google Ads,,CMP6698,,,,0
U0946,YouTube Ads,2025-11-30,CMP5712,Sunday,November,4.0,1
U0463,LinkedIn Ads,2025-12-24,CMP3971,Wednesday,December,4.0,0
U2645,Email Marketing,,CMP7463,,,,0
U6930,LinkedIn Ads,2025-03-26,CMP6298,Wednesday,March,1.0,0
U1457,Email Marketing,2025-02-25,CMP8736,Tuesday,February,1.0,0
U2760,Instagram Ads,,CMP2339,,,,0
U2796,YouTube Ads,,CMP6846,,,,0
U3042,Facebook Ads,2025-04-13,CMP7971,Sunday,April,2.0,1
U1790,Instagram Ads,2025-11-22,CMP3144,Saturday,November,4.0,1
U7830,Instagram Ads,,CMP2043,,,,0
U0119,Google Ads,,CMP4360,,,,0
U5515,LinkedIn Ads,,CMP4356,,,,0
U5834,Instagram Ads,2025-06-19,CMP3926,Thursday,June,2.0,0
U4579,Email Marketing,2025-12-25,CMP6584,Thursday,December,4.0,0
U5279,YouTube Ads,,CMP7786,,,,0
U1334,Email Marketing,2025-06-28,CMP5334,Saturday,June,2.0,1
U2346,Email Marketing,2025-09-24,CMP1646,Wednesday,September,3.0,0
U8991,Facebook Ads,2025-08-28,CMP0521,Thursday,August,3.0,0
U1466,Email Marketing,2025-02-24,CMP7900,Monday,February,1.0,0
U7804,LinkedIn Ads,,CMP5350,,,,0
U9842,Google Ads,,CMP8061,,,,0
U4245,Email Marketing,,CMP6253,,,,0
U5135,Facebook Ads,2025-07-14,CMP9703,Monday,July,3.0,0
U5981,YouTube Ads,2025-12-14,CMP9668,Sunday,December,4.0,1
U5177,Google Ads,2025-03-16,CMP3640,Sunday,March,1.0,1
U0563,Facebook Ads,,CMP7468,,,,0
U8111,Instagram Ads,2025-05-30,CMP2023,Friday,May,2.0,0
U0862,Facebook Ads,,CMP5459,,,,0
U7757,Google Ads,2025-06-28,CMP2609,Saturday,June,2.0,1
U6452,Instagram Ads,2025-02-19,CMP4638,Wednesday,February,1.0,0
U2254,Email Marketing,2025-08-15,CMP0887,Friday,August,3.0,0
U1671,Facebook Ads,2025-12-14,CMP3437,Sunday,December,4.0,1
U0860,Google Ads,,CMP2757,,,,0
U3947,Email Marketing,2025-07-23,CMP2435,Wednesday,July,3.0,0
U1469,Email Marketing,2025-08-26,CMP2827,Tuesday,August,3.0,0
U8016,Instagram Ads,2025-11-25,CMP7293,Tuesday,November,4.0,0
U9714,YouTube Ads,,CMP9615,,,,0
U8807,Instagram Ads,,CMP7106,,,,0
U8831,YouTube Ads,2025-11-30,CMP9111,Sunday,November,4.0,1
U7328,Facebook Ads,,CMP1923,,,,0
U1387,Google Ads,,CMP2642,,,,0
U8511,LinkedIn Ads,2025-05-31,CMP2812,Saturday,May,2.0,1
U3439,Email Marketing,2025-12-19,CMP8036,Friday,December,4.0,0
U2199,Facebook Ads,,CMP0602,,,,0
U4271,Email Marketing,2025-07-15,CMP2106,Tuesday,July,3.0,0
U8781,Instagram Ads,2025-04-15,CMP1365,Tuesday,April,2.0,0
U9912,Email Marketing,2025-03-25,CMP3157,Tuesday,March,1.0,0
U2042,LinkedIn Ads,2025-09-30,CMP7105,Tuesday,September,3.0,0
U2398,Email Marketing,2025-04-26,CMP5397,Saturday,April,2.0,1
U9648,Google Ads,,CMP6204,,,,0
U2798,YouTube Ads,,CMP4621,,,,0
U9705,YouTube Ads,,CMP8712,,,,0
U0867,Email Marketing,2025-11-24,CMP2548,Monday,November,4.0,0
U7679,LinkedIn Ads,2025-09-15,CMP9973,Monday,September,3.0,0
U5124,Instagram Ads,2025-02-16,CMP3749,Sunday,February,1.0,1
U9080,Facebook Ads,,CMP1535,,,,0
U8723,LinkedIn Ads,2025-12-24,CMP2236,Wednesday,December,4.0,0
U8653,Email Marketing,2025-12-17,CMP0120,Wednesday,December,4.0,0
U2185,Email Marketing,2025-09-21,CMP2762,Sunday,September,3.0,1
U8833,Instagram Ads,,CMP2794,,,,0
U8447,Google Ads,2025-01-19,CMP3491,Sunday,January,1.0,1
U5799,Instagram Ads,2025-02-24,CMP0943,Monday,February,1.0,0
U1389,Instagram Ads,2025-09-28,CMP6588,Sunday,September,3.0,1
U6133,Google Ads,,CMP7986,,,,0
U2292,Google Ads,,CMP4416,,,,0
U6899,Google Ads,2025-06-19,CMP3252,Thursday,June,2.0,0
U8120,Email Marketing,2025-12-16,CMP7853,Tuesday,December,4.0,0
U0347,YouTube Ads,,CMP6552,,,,0
U0132,Google Ads,,CMP3875,,,,0
U4088,Facebook Ads,2025-05-24,CMP7028,Saturday,May,2.0,1
U8231,Email Marketing,,CMP4053,,,,0
U3149,Facebook Ads,2025-03-16,CMP2437,Sunday,March,1.0,1
U3792,LinkedIn Ads,2025-04-24,CMP0835,Thursday,April,2.0,0
U4597,Email Marketing,2025-06-29,CMP6998,Sunday,June,2.0,1
U3474,Facebook Ads,2025-05-27,CMP0780,Tuesday,May,2.0,0
U1828,Facebook Ads,2025-02-19,CMP7060,Wednesday,February,1.0,0
U8665,Instagram Ads,,CMP2135,,,,0
U1972,LinkedIn Ads,2025-01-22,CMP9574,Wednesday,January,1.0,0
U8956,Facebook Ads,2025-11-13,CMP3121,Thursday,November,4.0,0
U6852,YouTube Ads,,CMP3310,,,,0
U7146,Instagram Ads,,CMP9181,,,,0
U4746,Google Ads,2025-01-24,CMP8256,Friday,January,1.0,0
U1229,Email Marketing,2025-03-26,CMP3117,Wednesday,March,1.0,0
U2622,LinkedIn Ads,2025-10-20,CMP6394,Monday,October,4.0,0
U4972,LinkedIn Ads,2025-04-23,CMP8402,Wednesday,April,2.0,0
U2428,Facebook Ads,2025-05-23,CMP2804,Friday,May,2.0,0
U9915,Facebook Ads,,CMP4080,,,,0
U4832,Instagram Ads,2025-06-16,CMP9000,Monday,June,2.0,0
U8805,Facebook Ads,,CMP5825,,,,0
U3378,Email Marketing,2025-08-15,CMP6259,Friday,August,3.0,0
U6040,Facebook Ads,2025-03-17,CMP6480,Monday,March,1.0,0
U4622,Facebook Ads,,CMP3032,,,,0
U6987,Email Marketing,,CMP6459,,,,0
U9885,Email Marketing,2025-02-21,CMP1643,Friday,February,1.0,0
U4386,Email Marketing,2025-03-15,CMP0223,Saturday,March,1.0,1
U1393,Google Ads,2025-04-14,CMP0154,Monday,April,2.0,0
U0916,Facebook Ads,,CMP7280,,,,0
U6805,Google Ads,2025-03-14,CMP0348,Friday,March,1.0,0
U6304,LinkedIn Ads,2025-12-18,CMP6999,Thursday,December,4.0,0
U5855,Google Ads,,CMP2779,,,,0
U5487,Google Ads,,CMP1390,,,,0
U8180,YouTube Ads,,CMP4941,,,,0
U7319,Google Ads,,CMP1252,,,,0
U6309,Facebook Ads,2025-06-30,CMP4563,Monday,June,2.0,0
U4029,YouTube Ads,2025-07-16,CMP6783,Wednesday,July,3.0,0
U9519,YouTube Ads,,CMP8071,,,,0
U0282,Email Marketing,,CMP3594,,,,0
U4829,Google Ads,2025-08-24,CMP1805,Sunday,August,3.0,1
U1921,Facebook Ads,2025-12-23,CMP6899,Tuesday,December,4.0,0
U1209,Instagram Ads,,CMP6959,,,,0
U6824,Facebook Ads,2025-03-18,CMP5985,Tuesday,March,1.0,0
U7275,Email Marketing,2025-11-27,CMP8642,Thursday,November,4.0,0
U6495,Email Marketing,,CMP0984,,,,0
U2570,YouTube Ads,2025-05-20,CMP4228,Tuesday,May,2.0,0
U6428,Email Marketing,,CMP2051,,,,0
U0896,LinkedIn Ads,,CMP7675,,,,0
U2667,Google Ads,,CMP1711,,,,0
U3938,Facebook Ads,2025-05-18,CMP5065,Sunday,May,2.0,1
U0139,Google Ads,,CMP7927,,,,0
U5429,Email Marketing,2025-07-28,CMP6401,Monday,July,3.0,0
U0613,Google Ads,2025-05-29,CMP2461,Thursday,May,2.0,0
U2308,Email Marketing,2025-03-24,CMP1529,Monday,March,1.0,0
U7060,Instagram Ads,2025-01-21,CMP8574,Tuesday,January,1.0,0
U8152,YouTube Ads,2025-02-19,CMP3422,Wednesday,February,1.0,0
U4844,Google Ads,2025-03-24,CMP8965,Monday,March,1.0,0
U4195,Google Ads,2025-08-15,CMP1462,Friday,August,3.0,0
U6702,LinkedIn Ads,2025-11-14,CMP9319,Friday,November,4.0,0
U0700,Instagram Ads,2025-11-14,CMP5139,Friday,November,4.0,0
U9342,Google Ads,2025-07-24,CMP9189,Thursday,July,3.0,0
U1788,Instagram Ads,2025-02-13,CMP1532,Thursday,February,1.0,0
U5611,LinkedIn Ads,,CMP6504,,,,0
U2385,Instagram Ads,2025-11-24,CMP1874,Monday,November,4.0,0
U0887,Google Ads,2025-04-19,CMP6231,Saturday,April,2.0,1
U6637,Email Marketing,,CMP4130,,,,0
U0881,YouTube Ads,2025-02-17,CMP6877,Monday,February,1.0,0
U2633,Facebook Ads,2025-12-23,CMP2696,Tuesday,December,4.0,0
U1275,Google Ads,,CMP6376,,,,0
U5185,Google Ads,2025-02-28,CMP5186,Friday,February,1.0,0
U1597,LinkedIn Ads,2025-01-19,CMP0061,Sunday,January,1.0,1
U3132,Facebook Ads,2025-12-14,CMP8948,Sunday,December,4.0,1
U8178,Instagram Ads,2025-11-29,CMP0266,Saturday,November,4.0,1
U7518,LinkedIn Ads,,CMP8888,,,,0
U7168,LinkedIn Ads,2025-11-21,CMP8893,Friday,November,4.0,0
U6739,Google Ads,2025-02-23,CMP1626,Sunday,February,1.0,1
U4750,Google Ads,,CMP8925,,,,0
U7602,Google Ads,2025-07-31,CMP6244,Thursday,July,3.0,0
U4334,Instagram Ads,,CMP0125,,,,0
U8503,Google Ads,,CMP6793,,,,0
U6445,Facebook Ads,2025-01-27,CMP7046,Monday,January,1.0,0
U2596,Email Marketing,,CMP6397,,,,0
U4264,Google Ads,,CMP8262,,,,0
U8908,LinkedIn Ads,,CMP0421,,,,0
U3634,LinkedIn Ads,,CMP2139,,,,0
U0380,Instagram Ads,2025-11-23,CMP6195,Sunday,November,4.0,1
U1521,Google Ads,,CMP9764,,,,0
U1206,LinkedIn Ads,,CMP3408,,,,0
U4895,Instagram Ads,,CMP6149,,,,0
U9831,Google Ads,,CMP0516,,,,0
U8385,Facebook Ads,2025-03-20,CMP1993,Thursday,March,1.0,0
U2074,Google Ads,2025-05-18,CMP3555,Sunday,May,2.0,1
U7145,Email Marketing,2025-09-20,CMP5711,Saturday,September,3.0,1
U9563,Email Marketing,2025-10-28,CMP3243,Tuesday,October,4.0,0
U5223,LinkedIn Ads,2025-11-15,CMP7993,Saturday,November,4.0,1
U8379,Instagram Ads,,CMP9293,,,,0
U7036,Instagram Ads,,CMP8692,,,,0
U0179,Instagram Ads,2025-06-18,CMP6090,Wednesday,June,2.0,0
U8639,YouTube Ads,2025-04-22,CMP3812,Tuesday,April,2.0,0
U5207,YouTube Ads,2025-06-13,CMP1226,Friday,June,2.0,0
U2804,Google Ads,,CMP8170,,,,0
U0077,Instagram Ads,2025-08-25,CMP0349,Monday,August,3.0,0
U1138,YouTube Ads,2025-08-29,CMP0607,Friday,August,3.0,0
U5132,Instagram Ads,,CMP4932,,,,0
U1684,LinkedIn Ads,2025-01-15,CMP7448,Wednesday,January,1.0,0
U3132,Instagram Ads,,CMP1723,,,,0
U1230,Instagram Ads,2025-05-16,CMP0861,Friday,May,2.0,0
U7549,Instagram Ads,,CMP6219,,,,0
U8645,LinkedIn Ads,,CMP9571,,,,0
U1357,Email Marketing,2025-06-30,CMP5275,Monday,June,2.0,0
U3482,Email Marketing,,CMP3374,,,,0
U8645,LinkedIn Ads,2025-09-21,CMP3079,Sunday,September,3.0,1
U3585,Email Marketing,,CMP7439,,,,0
U5033,LinkedIn Ads,2025-10-23,CMP3327,Thursday,October,4.0,0
U3065,Email Marketing,2025-05-17,CMP1756,Saturday,May,2.0,1
U3475,Instagram Ads,2025-03-19,CMP5767,Wednesday,March,1.0,0
U6268,LinkedIn Ads,,CMP0871,,,,0
U1789,Instagram Ads,2025-12-15,CMP9733,Monday,December,4.0,0
U1079,Google Ads,2025-09-30,CMP3598,Tuesday,September,3.0,0
U4396,LinkedIn Ads,,CMP6629,,,,0
U3033,Email Marketing,2025-09-15,CMP4719,Monday,September,3.0,0
U7459,Facebook Ads,2025-03-14,CMP3910,Friday,March,1.0,0
U9733,Facebook Ads,2025-06-30,CMP0342,Monday,June,2.0,0
U4763,LinkedIn Ads,2025-04-27,CMP4056,Sunday,April,2.0,1
U8941,Google Ads,,CMP1539,,,,0
U9761,Instagram Ads,,CMP0223,,,,0
U5853,Facebook Ads,,CMP0340,,,,0
U1769,Instagram Ads,2025-05-21,CMP7057,Wednesday,May,2.0,0
U5427,YouTube Ads,2025-07-20,CMP7361,Sunday,July,3.0,1
U2015,Facebook Ads,,CMP5068,,,,0
U2411,Instagram Ads,2025-08-27,CMP5686,Wednesday,August,3.0,0
U4829,Email Marketing,,CMP9145,,,,0
U5772,Google Ads,,CMP9717,,,,0
U2338,YouTube Ads,,CMP4642,,,,0
U6329,Google Ads,,CMP3586,,,,0
U5284,YouTube Ads,2025-10-24,CMP4949,Friday,October,4.0,0
U4872,LinkedIn Ads,2025-10-18,CMP2224,Saturday,October,4.0,1
U8255,Google Ads,2025-12-17,CMP7159,Wednesday,December,4.0,0
U0433,LinkedIn Ads,,CMP7644,,,,0
U8901,Facebook Ads,2025-10-17,CMP4955,Friday,October,4.0,0
U7541,LinkedIn Ads,2025-01-28,CMP2064,Tuesday,January,1.0,0
U7889,Instagram Ads,2025-12-20,CMP1754,Saturday,December,4.0,1
U3360,Email Marketing,2025-09-22,CMP9579,Monday,September,3.0,0
U0106,Facebook Ads,,CMP2235,,,,0
U4051,Facebook Ads,2025-04-15,CMP0001,Tuesday,April,2.0,0
U3016,LinkedIn Ads,,CMP7272,,,,0
U0355,Email Marketing,,CMP7195,,,,0
U4752,YouTube Ads,2025-05-29,CMP2798,Thursday,May,2.0,0
U7602,Email Marketing,,CMP6019,,,,0
U7283,YouTube Ads,2025-01-22,CMP1969,Wednesday,January,1.0,0
U3454,Instagram Ads,2025-06-28,CMP7510,Saturday,June,2.0,1
U5559,Email Marketing,2025-08-24,CMP2859,Sunday,August,3.0,1
U9927,LinkedIn Ads,,CMP4964,,,,0
U5704,Instagram Ads,2025-10-27,CMP8609,Monday,October,4.0,0
U8183,Email Marketing,2025-12-14,CMP0484,Sunday,December,4.0,1
U1055,Google Ads,,CMP3877,,,,0
U2852,LinkedIn Ads,2025-06-14,CMP1195,Saturday,June,2.0,1
U4688,YouTube Ads,2025-04-26,CMP9401,Saturday,April,2.0,1
U1577,Facebook Ads,2025-04-15,CMP8660,Tuesday,April,2.0,0
U3037,LinkedIn Ads,2025-12-16,CMP5892,Tuesday,December,4.0,0
U5769,Facebook Ads,,CMP8130,,,,0
U9325,LinkedIn Ads,,CMP1101,,,,0
U0370,LinkedIn Ads,2025-04-25,CMP1933,Friday,April,2.0,0
U3956,Google Ads,2025-09-23,CMP5864,Tuesday,September,3.0,0
U0492,YouTube Ads,2025-01-17,CMP0929,Friday,January,1.0,0
U1022,Facebook Ads,,CMP0974,,,,0
U9801,Email Marketing,,CMP9995,,,,0
U8317,Instagram Ads,2025-04-26,CMP2122,Saturday,April,2.0,1
U8753,Google Ads,,CMP3732,,,,0
U2052,LinkedIn Ads,,CMP9053,,,,0
U7153,Google Ads,2025-01-30,CMP7176,Thursday,January,1.0,0
U4095,LinkedIn Ads,2025-01-30,CMP3722,Thursday,January,1.0,0
U4791,Google Ads,,CMP4631,,,,0
U5849,Google Ads,2025-04-23,CMP1259,Wednesday,April,2.0,0
U5225,Instagram Ads,2025-12-24,CMP9035,Wednesday,December,4.0,0
U2247,Email Marketing,2025-09-24,CMP6732,Wednesday,September,3.0,0
U7214,Instagram Ads,2025-11-29,CMP2012,Saturday,November,4.0,1
U0979,Instagram Ads,2025-05-23,CMP0554,Friday,May,2.0,0
U3022,LinkedIn Ads,,CMP6269,,,,0
U4302,YouTube Ads,2025-10-30,CMP0513,Thursday,October,4.0,0
U6359,LinkedIn Ads,2025-12-14,CMP7112,Sunday,December,4.0,1
U4262,LinkedIn Ads,2025-03-25,CMP7595,Tuesday,March,1.0,0
U1402,Facebook Ads,,CMP3904,,,,0
U9962,YouTube Ads,,CMP0633,,,,0
U7643,Facebook Ads,2025-01-19,CMP4334,Sunday,January,1.0,1
U9035,LinkedIn Ads,,CMP3570,,,,0
U2407,Instagram Ads,2025-11-13,CMP4525,Thursday,November,4.0,0
U5200,Facebook Ads,2025-01-22,CMP0631,Wednesday,January,1.0,0
U8855,Instagram Ads,2025-01-23,CMP4245,Thursday,January,1.0,0
U5338,LinkedIn Ads,2025-10-20,CMP8306,Monday,October,4.0,0
U9945,Email Marketing,,CMP1170,,,,0
U4766,Instagram Ads,2025-03-18,CMP7712,Tuesday,March,1.0,0
U5637,YouTube Ads,2025-04-21,CMP5130,Monday,April,2.0,0
U9264,LinkedIn Ads,2025-09-15,CMP2459,Monday,September,3.0,0
U9947,Email Marketing,2025-08-30,CMP8831,Saturday,August,3.0,1
U3983,Facebook Ads,,CMP4411,,,,0
U9183,LinkedIn Ads,2025-09-16,CMP3950,Tuesday,September,3.0,0
U8809,Facebook Ads,,CMP9916,,,,0
U6693,Instagram Ads,,CMP9922,,,,0
U4316,Facebook Ads,,CMP3246,,,,0
U2169,Google Ads,2025-09-21,CMP2071,Sunday,September,3.0,1
U1951,Facebook Ads,2025-06-22,CMP5806,Sunday,June,2.0,1
U7369,Google Ads,,CMP0742,,,,0
U1373,Email Marketing,2025-03-19,CMP3006,Wednesday,March,1.0,0
U4577,LinkedIn Ads,2025-02-19,CMP7431,Wednesday,February,1.0,0
U4674,YouTube Ads,2025-06-15,CMP9243,Sunday,June,2.0,1
U9424,Google Ads,,CMP2347,,,,0
U4727,Instagram Ads,2025-05-13,CMP1943,Tuesday,May,2.0,0
U2767,Facebook Ads,2025-01-15,CMP4566,Wednesday,January,1.0,0
U6055,YouTube Ads,2025-04-15,CMP8845,Tuesday,April,2.0,0
U1966,Facebook Ads,2025-08-16,CMP8535,Saturday,August,3.0,1
U3645,Instagram Ads,,CMP2242,,,,0
U5158,Email Marketing,2025-01-20,CMP7430,Monday,January,1.0,0
U0584,Instagram Ads,2025-11-21,CMP8541,Friday,November,4.0,0
U7939,Facebook Ads,,CMP6164,,,,0
U8040,YouTube Ads,2025-10-13,CMP1454,Monday,October,4.0,0
U3846,Email Marketing,2025-11-23,CMP6852,Sunday,November,4.0,1
U6426,Instagram Ads,,CMP2951,,,,0
U4054,Google Ads,,CMP3587,,,,0
U2099,Email Marketing,,CMP5225,,,,0
U0997,Instagram Ads,2025-10-15,CMP0475,Wednesday,October,4.0,0
U4397,LinkedIn Ads,,CMP6413,,,,0
U8783,Instagram Ads,2025-04-16,CMP0748,Wednesday,April,2.0,0
U6213,Facebook Ads,2025-02-16,CMP5402,Sunday,February,1.0,1
U8774,Google Ads,,CMP9059,,,,0
U9060,Instagram Ads,,CMP3758,,,,0
U2572,Google Ads,2025-05-25,CMP8628,Sunday,May,2.0,1
U6566,Google Ads,,CMP4052,,,,0
U0331,Google Ads,,CMP1254,,,,0
U9924,Google Ads,,CMP2488,,,,0
U9441,Instagram Ads,2025-08-30,CMP4951,Saturday,August,3.0,1
U8737,YouTube Ads,2025-09-17,CMP6658,Wednesday,September,3.0,0
U9468,Instagram Ads,2025-01-13,CMP6450,Monday,January,1.0,0
U1371,YouTube Ads,2025-02-18,CMP7812,Tuesday,February,1.0,0
U7759,YouTube Ads,2025-09-25,CMP8026,Thursday,September,3.0,0
U2468,LinkedIn Ads,2025-01-19,CMP0966,Sunday,January,1.0,1
U8939,Instagram Ads,2025-09-13,CMP0092,Saturday,September,3.0,1
U1722,YouTube Ads,,CMP7914,,,,0
U7170,Facebook Ads,2025-02-28,CMP0224,Friday,February,1.0,0
U6544,LinkedIn Ads,,CMP8595,,,,0
U2319,YouTube Ads,2025-05-29,CMP4442,Thursday,May,2.0,0
U5410,YouTube Ads,,CMP6083,,,,0
U0092,Instagram Ads,,CMP0161,,,,0
U9740,LinkedIn Ads,2025-03-22,CMP8811,Saturday,March,1.0,1
U4657,Instagram Ads,,CMP3704,,,,0
U1270,Instagram Ads,2025-10-31,CMP6608,Friday,October,4.0,0
U9623,Instagram Ads,2025-11-27,CMP2922,Thursday,November,4.0,0
U7757,YouTube Ads,2025-04-18,CMP9703,Friday,April,2.0,0
U5298,YouTube Ads,,CMP1497,,,,0
U3945,Email Marketing,2025-10-14,CMP6970,Tuesday,October,4.0,0
U3505,Instagram Ads,2025-03-27,CMP7774,Thursday,March,1.0,0
U1971,YouTube Ads,2025-10-13,CMP7164,Monday,October,4.0,0
U9172,LinkedIn Ads,,CMP5992,,,,0
U9605,Facebook Ads,,CMP0175,,,,0
U4505,YouTube Ads,2025-11-25,CMP4158,Tuesday,November,4.0,0
U7714,Instagram Ads,,CMP4146,,,,0
U2899,Google Ads,,CMP8939,,,,0
U4547,LinkedIn Ads,,CMP0919,,,,0
U6606,Email Marketing,,CMP5186,,,,0
U0730,Facebook Ads,2025-05-22,CMP8217,Thursday,May,2.0,0
U5746,Email Marketing,,CMP2834,,,,0
U2991,YouTube Ads,2025-02-14,CMP1411,Friday,February,1.0,0
U1332,Facebook Ads,,CMP0330,,,,0
U4704,Email Marketing,,CMP3131,,,,0
U4250,Facebook Ads,2025-12-24,CMP3703,Wednesday,December,4.0,0
U2794,Instagram Ads,2025-01-19,CMP9482,Sunday,January,1.0,1
U4730,Email Marketing,2025-04-17,CMP3452,Thursday,April,2.0,0
U7663,Google Ads,2025-05-14,CMP4407,Wednesday,May,2.0,0
U9237,LinkedIn Ads,2025-07-13,CMP3055,Sunday,July,3.0,1
U5484,Email Marketing,2025-06-22,CMP1714,Sunday,June,2.0,1
U7193,Instagram Ads,,CMP5866,,,,0
U5536,LinkedIn Ads,,CMP6543,,,,0
U9462,YouTube Ads,2025-07-25,CMP3839,Friday,July,3.0,0
U2287,YouTube Ads,,CMP4925,,,,0
U2709,Instagram Ads,2025-08-24,CMP1482,Sunday,August,3.0,1
U7153,Instagram Ads,2025-02-16,CMP2820,Sunday,February,1.0,1
U9009,Google Ads,2025-12-18,CMP6132,Thursday,December,4.0,0
U6351,LinkedIn Ads,,CMP6166,,,,0
U1175,Instagram Ads,2025-06-27,CMP5360,Friday,June,2.0,0
U5936,Facebook Ads,2025-06-24,CMP0441,Tuesday,June,2.0,0
U0725,Google Ads,2025-04-19,CMP6524,Saturday,April,2.0,1
U7876,LinkedIn Ads,2025-01-18,CMP2948,Saturday,January,1.0,1
U6627,Google Ads,,CMP8477,,,,0
U6582,Email Marketing,,CMP6292,,,,0
U5490,YouTube Ads,,CMP1900,,,,0
U9670,LinkedIn Ads,2025-05-13,CMP8712,Tuesday,May,2.0,0
U8022,LinkedIn Ads,2025-08-24,CMP7455,Sunday,August,3.0,1
U8893,Instagram Ads,2025-05-17,CMP6051,Saturday,May,2.0,1
U5854,Instagram Ads,2025-01-19,CMP7320,Sunday,January,1.0,1
U8085,YouTube Ads,,CMP1378,,,,0
U5351,Email Marketing,,CMP4000,,,,0
U4948,LinkedIn Ads,,CMP1657,,,,0
U1908,Email Marketing,,CMP4209,,,,0
U9394,YouTube Ads,2025-08-31,CMP8423,Sunday,August,3.0,1
U2970,Instagram Ads,2025-12-14,CMP3043,Sunday,December,4.0,1
U9816,LinkedIn Ads,2025-11-22,CMP0307,Saturday,November,4.0,1
U9984,Facebook Ads,2025-08-24,CMP5319,Sunday,August,3.0,1
U5238,LinkedIn Ads,2025-06-27,CMP8872,Friday,June,2.0,0
U4190,Facebook Ads,2025-07-26,CMP8176,Saturday,July,3.0,1
U3401,Email Marketing,2025-09-29,CMP1288,Monday,September,3.0,0
U2732,Email Marketing,2025-11-16,CMP7398,Sunday,November,4.0,1
U6149,Instagram Ads,,CMP0384,,,,0
U9352,Google Ads,2025-05-29,CMP2024,Thursday,May,2.0,0
U9819,YouTube Ads,2025-05-23,CMP6572,Friday,May,2.0,0
U8108,YouTube Ads,2025-08-26,CMP5207,Tuesday,August,3.0,0
U7603,LinkedIn Ads,,CMP2911,,,,0
U0476,Email Marketing,2025-11-13,CMP9506,Thursday,November,4.0,0
U5326,YouTube Ads,,CMP1320,,,,0
U6379,Instagram Ads,,CMP1491,,,,0
U3274,LinkedIn Ads,2025-06-15,CMP2645,Sunday,June,2.0,1
U7269,YouTube Ads,,CMP3392,,,,0
